FI_A_F,FI_A_V,FI_A_L,FI_L_F,FI_L_V,FI_L_L,FI_T_F,FI_T_V,FI_T_L,P_A_F,P_A_V,P_A_L,P_L_F,P_L_V,P_L_L,P_T_F,P_T_V,P_T_L,EN_A_F,EN_A_V,EN_A_L,EN_L_F,EN_L_V,EN_L_L,EN_T_F,EN_T_V,EN_T_L,peak_A_F,peak_A_V,peak_A_L,peak_L_F,peak_L_V,peak_L_L,peak_T_F,peak_T_V,peak_T_L,ENt_A_F,ENt_A_V,ENt_A_L,ENt_L_F,ENt_L_V,ENt_L_L,ENt_T_F,ENt_T_V,ENt_T_L
0.22259870017912214,0.206968291940262,0.1792780481449063,0.27636356201570456,0.1995543003925166,0.266240650715037,8.806665788828468,0.20835670680822746,0.584064849926254,25195.215514814074,4148508.44564564,407120.911660232,308474.73415926297,3619597.836165188,235648.46663567252,207046.86318980274,4213246.064899964,51011.83868110737,389529,63382179,6117684,3908703,56035630,3476316,770812,64933370,752547,132.97625842839398,56.19169484193555,38.0403418957722,437.83063432664153,503.06554396175216,452.59684030009873,3455.9476267461714,149.14203212295897,251.14273471174295,2.667879272057822,2.8341910611647556,2.8428962618930234,2.6723232950926405,2.341792809734594,2.0686696068742525,1.0911183390967059,2.4323020083520825,2.84904079131883
0.8394892657566625,0.20876083435797477,0.19877256891157444,0.515560050649119,0.21732325950872267,0.19235850394051737,9.659503272463569,0.2209764318174706,0.5483688732336958,40305.885369819574,4166676.9582105787,390241.61277936515,334278.83603176335,3724738.577232723,226742.24709907526,332391.5604746937,4330833.040898064,73968.50070611358,468059,63365236,6088724,4052170,56032135,3478614,913212,64653061,697259,260.6463731479198,70.3021578283621,72.36255972891045,1711.37855638771,488.3251958985897,520.0329647046036,5742.355516900179,426.46693837182397,175.13078791400454,2.0120026771809565,2.5668608723861306,2.603832021077738,1.9485320051155033,2.4139396804253046,2.2307852398777563,0.626683933755887,2.129791005842632,2.754751315325202
1.4273882938305966,0.20269069132787584,0.20326387930710568,0.44164721126603074,0.22669576175437148,0.18221752131006136,10.414475018338283,0.21246911489422085,0.8997203259947334,47550.087439027804,4191569.469760319,414536.66626823123,320103.9319288994,3702658.31589301,218986.69622030423,430511.75814959913,4305469.616046493,51980.71082319823,506781,63360579,6364220,3980941,56261019,3784416,1040999,65069986,515574,315.0113843186106,32.43713025139825,48.97448774471408,1450.780056688794,605.6493635716807,402.6618751308333,7131.073821915116,253.679101935402,417.3813092050367,2.3794877278021325,2.971729997436225,2.822970115833271,2.2735266406204824,2.682220722856722,2.5624484752217986,0.47899879954626207,2.1726141022311207,2.2807104566160743
0.46601054460465546,0.19991609847419242,0.19554117999113993,0.23443656959542442,0.21170609807371352,0.21892100762846012,9.45364828191934,0.21794603638437007,0.6740722199699326,37912.70530881031,4101065.327485402,427929.787768183,278651.8276279099,3672139.682230174,241617.08771387153,350392.1298972871,4295647.784901709,49118.9001924254,595110,62873492,6601728,3573039,56119465,3845955,1148958,64679399,501914,103.34987632515934,30.91470862742451,42.4376224980079,399.2440946178117,395.6341239956069,474.38865421198665,5255.124925439156,192.13522635780956,274.4452946296074,2.51947924488237,2.882190210754342,3.041067086454236,2.7027428344801567,2.6039854932202067,2.2943559991307074,0.8139964288449086,2.240447426967709,2.3607473883689667
0.23453272429366845,0.20012137235040972,0.2088755240686154,0.3228071702276203,0.20355019100757302,0.22876385355636156,2.657931995402955,0.19676186378594887,0.4398647113104702,49346.88488513251,4082814.082134259,420006.20267497486,215021.36155382896,3660647.9797053197,260708.08935426408,267920.44428891,4199416.010598696,37821.943273652214,704302,62119067,6774296,3198207,55855246,4244631,1277414,64264699,479225,102.81091899060073,70.5005786484834,37.89237860366768,458.46233462600367,243.4984589946988,294.6427529950269,3336.971670169277,104.84959235315499,217.02209307089964,2.604541872928224,2.619709195999567,2.930172023049957,2.466744082286726,2.4527344141265477,2.1507066216098494,0.6670790591843754,2.558299886958402,2.492078698634333
0.42093246899211845,0.19659095213667413,0.2079522402831719,0.34915518803089785,0.21526234928967158,0.23690514316910571,2.9587306583073856,0.2047212206104352,0.6515680774269527,42608.023347678696,4107449.2453871896,442199.7722070161,242351.97356822374,3613553.5101725115,281313.79259531037,222537.8908974247,4284775.87186138,36329.98527022445,579710,62796335,6680009,3474678,55410616,4059162,1035882,64490839,518309,130.5857921678186,99.65305826694845,21.075928616778256,706.3317011106657,319.5971679892945,263.08906956614436,3097.597626340181,166.6930304957217,267.0275223511936,2.309429141563424,2.6686569563138325,2.9583203762583263,2.1344648790145078,2.365916776280199,2.3882869019732484,0.6048100989893528,2.2659861428777255,2.356851252988359
0.554736741126323,0.1940319851524346,0.17183538892920036,0.4936275045178999,0.22071417089225748,0.23234501936253038,2.9212064921129377,0.21439469937120864,0.4685920107395836,51664.941511770405,4116467.896516905,402637.16741746484,273471.2731353161,3699408.5270389994,238673.96427628762,272755.8535198702,4301728.429111443,36675.23755751207,665301,62678013,6555148,3325930,56211230,3758484,1197479,64485438,539153,39.358154462708484,24.7809326591769,25.22956235513139,569.2384035013255,237.40845144510533,231.04301511771817,1338.4212105366444,109.46054436420062,151.1404910020883,3.1700110197590257,3.022801320541525,3.1261556056570416,3.039028613087735,2.9944434616780438,2.9424929727818165,2.249062076881236,2.7950577570802597,2.8614246692220497
0.2650770168179118,0.21092695657834715,0.18823931876133848,0.5050455630147304,0.17478619778223628,0.22785057782219376,10.951924594526513,0.21491727775661662,0.895191463188427,39594.78857702413,4141724.5458803033,423590.0129065933,302338.7241764441,3607607.102218382,236105.85388151358,415507.77941866574,4312555.203138344,55858.301852843404,629634,62939774,6821223,3629619,55191160,4222723,1360635,64824370,480464,108.37869109968888,76.910437087141,73.10715286714071,517.6623095477738,286.16908311010695,384.4517746997257,3259.3743923223674,67.90113732919957,161.7739758937612,2.8931590273728567,2.600529801266887,2.728727565615266,2.9534016067883595,2.9149098473604464,2.6714273569535476,1.656870054879699,2.938086238184447,2.8244951409025507
0.5556988407699089,0.1960323468358394,0.2127895365402896,0.27920547371486554,0.19208126475877751,0.1851994437747267,6.574868763267119,0.19708466641722278,1.951885404977891,56422.605810355955,4061866.967796958,453936.39895676123,240116.0679471513,3655527.506934857,293899.81249282736,504792.37384598795,4297994.95722216,54315.414850180925,618832,62529858,6971303,3577538,55729085,4274050,1298119,65076880,504125,291.1459240403381,206.977466668871,63.101111837363035,803.1569054038821,409.537884171235,342.5567293383415,8169.33143483329,153.4374997292167,591.4949258639374,2.5104397115511796,2.298148372895676,2.842795287445171,2.5245614112154513,2.551523187565614,2.5756560136901667,0.4154856863295049,2.5821184053190693,2.1628107474427445
0.948101381920574,0.19592352771186974,0.21199299777705125,1.0396014603455515,0.2144729706747429,0.21802613156516307,6.865157736449374,0.20944458652540193,1.1865141279885802,53502.72545148218,4123737.9011374516,439858.5848612074,417205.2453941436,3655732.899841205,275024.5791427678,480442.0472936807,4267978.335584396,46763.27698597293,625793,62363235,6744949,3813601,55784087,4104410,1465776,64354269,492900,304.6889209842943,50.200895242663684,127.5899503950684,2326.6838363740626,699.5400368871542,420.5643544265117,9088.646365250424,866.5668975187475,323.5131655152332,2.3320592148534596,2.871219694132855,2.3751017782893076,1.845561881415675,2.166450964899461,2.270829164978686,0.4456644749088825,1.7360645077844201,2.2455478862557054
