FI_A_F,FI_A_V,FI_A_L,FI_L_F,FI_L_V,FI_L_L,FI_T_F,FI_T_V,FI_T_L,P_A_F,P_A_V,P_A_L,P_L_F,P_L_V,P_L_L,P_T_F,P_T_V,P_T_L,EN_A_F,EN_A_V,EN_A_L,EN_L_F,EN_L_V,EN_L_L,EN_T_F,EN_T_V,EN_T_L,peak_A_F,peak_A_V,peak_A_L,peak_L_F,peak_L_V,peak_L_L,peak_T_F,peak_T_V,peak_T_L,ENt_A_F,ENt_A_V,ENt_A_L,ENt_L_F,ENt_L_V,ENt_L_L,ENt_T_F,ENt_T_V,ENt_T_L
0.2003361310991819,0.20477288154972867,0.23990392176012815,0.2641852907777313,0.19858398577372616,0.28641758779844506,1.4612401215834887,0.19353501140197013,0.3627416811624517,12234.798324578898,4396888.811992394,114591.1275669318,182707.428059264,3928129.088422886,39314.62177209962,4232.955520580543,4306138.588013243,24162.72968449929,173000,67240343,1934436,2774113,59702868,623720,39391,65881133,397270,14.288553255465786,16.68972695757505,18.068332987417264,39.07753469731122,5.24930881843743,25.293913343023114,16.9500140643419,12.006888376488245,26.26826102113435,3.119527480401364,2.937797780765126,3.000028512519404,2.5177023201356032,3.1688207813678986,2.9770065425951513,3.006630666753545,2.8979025509398824,2.9386936413802967
0.33380979708299435,0.20122463786364386,0.19810366283873365,0.22978542772406896,0.2020774897941175,0.27617759612034926,0.5702829172497415,0.20272018270714637,0.3202286427505527,13062.896052821889,4369984.514402893,132280.67786528534,195300.04248896887,3908717.535745321,40546.97957876764,3026.9126268270115,4331334.339946634,28190.558482722066,185500,67220462,2071131,2929756,59491047,763626,44320,66030070,520681,23.101179150910916,9.523209113779712,27.082974683949864,49.69541717538833,17.416474257553702,77.52962761691316,14.767157629364956,14.678805365254433,21.156628210849235,3.12098725479421,3.0823901289262308,2.9085924355015096,2.5790897655931353,2.829172031083834,2.7935984099424402,2.958568842632852,2.960524059683154,2.863280701886338
6.600944037336694,0.2166190656207335,0.24298876006757902,0.5244706836455919,0.18986652108850752,0.339854316739948,0.36992205782674403,0.19712558332751443,0.1563163048925076,184798.3316495034,4302622.108165902,153666.49302902736,279819.12011263927,4034569.6138284816,116488.6024157265,14389.92094937114,4364016.911763048,36715.18443259364,1968348,68727765,2663839,3717526,59565673,1506401,186472,65776630,452382,5226.151792588284,2124.5123987314364,1699.1015495624347,1681.1377025235697,550.2580678424055,2082.5857370334784,718.5773802514783,250.7895044975685,81.73323620265882,2.439077915700563,1.9001097319612534,2.1219471543674078,2.2546224598216287,2.2355215476868753,2.082030322606899,1.9313872525497542,2.2736645681332806,2.7218153532242186
1.48778326589549,0.2012303184474827,3.8322561208139105,1.0248094127561915,0.21473091667297953,1.854763607262724,0.24143301784627436,0.19021682685938246,0.2358222297471268,4091937.87342909,6086823.6898039505,610549.4911928349,1641538.7296813955,2955060.817967721,486859.43334953184,283747.54446100496,4601492.378036232,157119.4724417859,6586397,78967222,3508647,7906899,57212893,3064804,454563,67728195,571678,13675.721842310017,7293.171083639922,5547.792744256287,6842.890687722616,2202.9410237366988,2498.8415524770016,2369.073913166489,2730.25829455435,1205.4856268590295,2.6974395343845057,2.5248058144186656,3.068027401028778,2.211071966848496,2.427706181383795,2.5807768908813253,1.9703373977563996,2.3285484227661746,2.4615515039573594
0.49089449105258653,0.9064714038804045,0.5384994724540038,0.6209069897656582,0.1287285639127561,2.577298758519353,0.159799005764279,0.19540234545792856,0.4753987984228622,20111546.447126336,12125252.036882887,3113875.972979607,3784406.5684948275,5479438.068436845,2443561.24051776,511578.91130476864,4002139.880943685,96583.10540640137,30728165,90228737,5714363,6407288,61760720,4220744,958479,66021907,377306,128075.46262503661,48844.220166157946,22247.960517830965,30918.539120988185,7320.05945744849,10648.427229619356,4559.772087513588,2346.164035161245,643.5445858864944,2.3910165585737713,1.9458585322426023,2.4787115943878995,1.9466876872146424,2.5638170115020875,2.471934000175114,1.7786548867486978,2.604348738425054,2.6668239743137456
0.6134427272431568,0.27907539945562543,0.8751753890165781,0.6756181504822412,0.2927174367841776,0.7383626291169043,1.7378546119362575,0.27411212330668405,1.2861510484770053,5035770.73521512,11885006.407341696,459426.7266197705,6533788.341082977,3725209.6900420855,1361465.8612392293,120345.15572671636,4419096.193396663,103443.37409807442,23778275,94337832,4128068,13627648,60559341,4230881,478478,71077732,780337,71606.57221506936,66774.42438314811,10138.835449319991,52586.451933209544,5751.377493218876,7669.100626178621,1763.3235963212899,7733.658883591099,638.772637592233,2.756843073030618,1.5492154949306467,2.0038797576382428,2.34037969695676,2.8973207810691592,2.215220548755214,2.3922889130682474,2.3964722057834535,2.851748734034082
8.20696071916995,0.3180712028192794,0.7481452015119777,1.6564077210088244,0.2456734863163321,1.173080408126981,0.5021938775728719,0.29148178677964054,1.8510454982699829,1477064.3707214214,5277296.988595914,268131.94827787555,2479825.190878643,3971485.0832787906,529356.0069559703,178385.03962086164,4100109.607910837,113230.39262316123,4140195,79289774,4219040,7418022,59943396,3640765,386476,63050453,487481,11822.028045951729,41191.18835804594,1031.9810901406777,30825.092631452848,2593.1760251820165,9365.01595562004,1763.981025244384,2214.611635648581,892.1548283701204,2.5487152643637816,1.4845607617526342,2.2914195691072172,1.8338169665769914,2.5308305281452332,1.9365049896347002,2.4813008784741584,2.3642555473350164,2.381955850831792
0.8762838010533681,0.3604438211422097,2.318397736690336,1.6124850568885396,0.11496862061526081,2.8597318821269546,1.3390866026051276,0.10975918405066827,1.2619158010668527,10367173.189612873,11561624.716108589,3352984.3016623342,3400128.9906935217,4324832.161201034,1887906.4492755183,440571.1298449404,6379508.085014577,236745.45392133217,19805337,89338886,8727495,9312375,64097032,5680258,819977,69450577,661080,50112.142277259576,37860.534048740206,13774.021740616801,29671.172270842188,3190.507038284013,10461.723191606641,2767.279316653966,5180.913010921233,1452.2461267889075,2.564315575833938,2.293337954167129,2.8542693808951407,2.134907111431784,2.7210187918970172,2.549391318715837,2.3969569861164124,2.3068052595372404,2.5971740618660113
1.0564466732280025,0.05996719057103688,2.329474147616395,0.6490079378497606,0.4048485945924671,3.8957217531326593,0.27225139424707523,0.26775399656072585,0.7024487547058588,15792821.716655249,11509994.158777574,1341195.5571693424,4318833.253682702,3264857.4581036195,2190339.6155095166,423383.8913434085,4354082.00094954,151990.94263681845,25074145,95907072,3950760,10415931,58678678,4742086,888785,67442687,464233,60482.08233059787,27936.683695768996,11077.467634151453,27833.035226293825,4834.888361386285,14838.589751085276,4908.716693262624,5130.9425025879045,555.682351899071,2.7547442241364815,2.4141313654084655,2.69402128900216,2.4099798857282275,2.623801083430159,2.3467691625885907,2.205058564330526,2.6021473017570314,2.8802682009951237
0.4400221462999927,0.7631874440536716,0.726575331839698,0.7702316549063987,0.17143042300637748,1.3619263530391283,0.24088595422677783,0.24124979488665516,1.3337069454576085,19519382.991335686,12158521.61770641,3664376.071748395,4840168.8419032395,5620619.254779771,2131267.937651853,526858.7427569643,4226346.065591234,92410.90987826805,30532574,94516680,6853302,7293826,62219902,3740221,958444,66629566,368194,128608.45084843718,53065.900105514986,18956.747429987183,38396.133493895926,7651.630866972894,9151.701202295308,5569.284638864797,4468.728999587284,705.4006015302639,2.259248411154059,1.9478318834781754,2.7947607532287813,2.0030109144986357,2.4063869197511814,2.293534281373312,1.8601277109455676,2.5206525638360677,2.6118484571018694
