FI_A_F,FI_A_V,FI_A_L,FI_L_F,FI_L_V,FI_L_L,FI_T_F,FI_T_V,FI_T_L,P_A_F,P_A_V,P_A_L,P_L_F,P_L_V,P_L_L,P_T_F,P_T_V,P_T_L,EN_A_F,EN_A_V,EN_A_L,EN_L_F,EN_L_V,EN_L_L,EN_T_F,EN_T_V,EN_T_L,peak_A_F,peak_A_V,peak_A_L,peak_L_F,peak_L_V,peak_L_L,peak_T_F,peak_T_V,peak_T_L,ENt_A_F,ENt_A_V,ENt_A_L,ENt_L_F,ENt_L_V,ENt_L_L,ENt_T_F,ENt_T_V,ENt_T_L
2.685176165498109,0.2026601886783407,1.4236054382538534,0.7122977147010239,0.20563482236139502,9.23943980246603,0.19569256527152418,0.21122128646664337,5.1361240030010835,37938.79499245427,4461455.002306912,139226.66555534414,399676.2557908447,3807364.5151735786,95419.79045380259,418434.215536343,3935692.6333116996,6985.656541434591,1389830,69692473,2861425,7190671,59568431,2680556,4740399,61668686,364930,1428.385420973857,1632.391337575913,8132.309588012093,5170.7924540206695,1076.339191061004,6279.635564994976,1178.0282688813825,473.17311461367166,1133.1599708063893,3.234183773683437,3.1173136827079855,2.5636040860642786,2.876524158043574,2.9801844156448993,2.691629146506661,2.164838832571605,2.893334440991924,2.584963274029355
2.936914477237649,0.20308556742515532,0.26745654026242693,1.0422488017784708,0.19264947396590584,0.643868852097976,0.6002729293600023,0.14832167156142445,0.9283239956686974,66893.60127322686,4593837.589072375,68353.1290309204,1033265.4793755964,3574257.588053871,116864.95881029218,471906.736434503,4004591.476345389,169587.55069957586,240005,68672991,616570,6236452,57542055,365116,5700409,59954792,241807,366.8914000442399,72.55626716384805,99.62989414231791,3817.0056520518747,540.7355721169589,545.1167915648949,622.945077478186,407.4380615879426,1009.5274503128649,2.367672914147125,2.8359501565763376,2.8618700456357526,2.891633077148951,2.717838876012604,2.814970410406765,2.509255619435132,2.6389221695585197,2.3893260483292034
0.13924266413732397,0.19937214843563708,0.21226694868396015,0.23018115926056396,0.1958000709185976,0.5659910515927563,0.2182780288633734,0.20652946848725426,0.19351889369229955,8986.796845203973,4515143.294045984,35193.73804159777,311874.51216497825,3821553.607653315,14562.316669319414,162244.51401705155,4105918.159293852,9348.168807601072,153800,68636984,377990,4216711,58874363,87100,2498255,63298214,50669,17.968762126309166,9.840647541709052,30.53135546469772,37.01321707326596,14.661563621417068,36.488024213606906,11.386346837308468,11.190313520545825,81.46380895560165,2.7599424261831462,3.0020710262832275,2.895685955580777,2.645372294205928,2.8228638458229502,2.9396130717121975,3.1351164822336575,3.131746123564736,2.611753176295921
0.17828445190895809,0.19650833188094088,0.19861630378553133,0.19363314120526373,0.2056426225107974,0.33925237041117456,0.18660581859829542,0.20423561814610203,0.7404622112541416,11515.432325559741,4498488.551076252,22956.155534187445,262270.06728666223,3885441.970335131,6159.872995601093,165396.47907044343,4157785.6710122647,2249.2147945537245,127400,68822050,336944,4234792,58764494,59200,2189429,63648850,69538,8.376160953260303,12.09620786292092,9.447910277051188,9.832759275555425,7.540215562527351,30.957681123746426,46.616014024461634,10.702386748775176,127.65257769210359,3.142607571810667,3.1550159364665076,3.1442452267714938,3.0189985607115997,3.107179774279458,2.9828538663806885,2.5591459483498027,2.9002253653089536,2.439832485467125
0.160835398588747,0.20262676861120546,0.2549401560257916,0.2266828552568866,0.2028333727062762,0.43908989910616575,0.20257816528562034,0.19812311331537139,0.29772204280281517,8328.092041788317,4534591.215099972,20442.896168747706,286014.7582840073,3850473.2874257313,3662.448310918853,127759.70011297819,4131602.0212961305,13636.32463244709,136600,68883310,189464,4057213,58794574,24300,1877834,63315330,274596,17.4979565447534,9.543207311400188,69.70536150229971,9.050211726294801,8.664007727582401,38.26649735991445,13.355956200585913,11.68263625627318,28.320640304355077,3.043760932052448,3.132796080168219,2.7735617915292896,3.0645832834090982,2.986981183341877,3.004159609368694,3.0237436644172764,2.916170850793509,2.891941315152085
0.24509825476599764,0.19718711464147204,0.25714652743499644,0.20997686588245656,0.19827871438887185,5.902006415429026,0.18860737105362538,0.20032178197412187,0.20554699889552294,9396.813300836538,4470310.306277606,6958.95933498682,271184.32034465956,3851667.6451758672,1632.8064168036012,112974.5552601838,4223163.633726674,23931.567289581388,133300,68697707,151104,4051264,58958109,8300,1623117,64045999,264413,7.529495689774267,8.256870320444904,8.650572770622096,9.144165066557228,15.35370427096939,16.023405472527326,11.671812977515641,8.444894376566367,30.192290884473124,2.9849192525060992,3.0355508913827673,3.2618367183230284,2.923693831965539,2.7710317865248135,2.8810168676115033,3.1140763588439073,3.0590996505318566,2.8109800347180585
0.24455276028655817,0.20204903055218806,0.2626269692153079,0.20730729020204225,0.2015667198756997,3.2506285635634837,0.16807309958802225,0.20026737470804098,0.24742400099697057,9823.43142268992,4476886.176206807,9770.045439406458,261198.3828400044,3867626.777366641,1304.9193310382716,95637.62584316499,4157495.52572744,20453.709704262994,136800,68884827,147224,4160506,58860348,11900,1272541,64292356,251009,6.747392358622057,7.629431309211872,8.930161196747807,9.908382498995156,9.341390552976392,16.12751385893504,24.23071685186657,10.635224073866002,24.707476638726003,3.083529552900818,3.170011210216405,3.1697946326127266,3.0347014525183997,2.859663028424146,3.062964355311567,2.8022557486478457,3.1106748356676466,3.142286795333084
0.15023589072713528,0.200944809024665,0.24540816070589117,0.22561798936164726,0.19281147202454146,2.276165337721435,0.2122766767337252,0.196444557521831,0.150784967012767,15006.593231590323,4514605.126041676,11342.515650560637,249401.69722926372,3863781.117852969,951.1891332845041,60491.26551529772,4246062.882204972,28981.119870685412,183800,68926187,92582,3952021,58930134,15100,1178117,64507035,236619,101.74607588035637,7.368541550241264,95.28416807502751,44.058903960047594,9.307512283371208,36.884737207645415,46.183141024754306,15.96608368871458,277.8729489648254,2.006018684911126,3.197049406499942,2.3363030955150803,2.4747263635359005,3.0927298055680708,3.0183406287004946,2.7422015809828006,3.0645319583947255,1.9563397287271558
0.14377003616526862,0.19895492276527468,0.8330569274621504,0.28167639889606333,0.1942062004618892,0.9427129318617944,0.18714800905356402,0.1986350733840656,0.15862287286929702,30123.26379919701,4481350.7195376195,1713.4586149966203,227274.2056018384,3880592.7204380976,5443.8212565225385,68401.48126816888,4207261.7017899165,47591.5853121552,356221,68496823,18815,3560896,59326828,38800,878576,64175745,673034,19.4053789951808,13.186574921467358,9.325318152361854,18.8491455314524,12.533694510055565,16.12321288467291,49.39798169026489,10.83107350724058,86.4629854922592,2.8902177989375772,3.0422588058851163,3.181174477220889,2.898955363383167,2.9959227140293754,3.019214044091252,2.49527093525503,2.9967223148085846,2.186303090477659
3.70374909838294,0.22924694950926464,5.328746656208539,0.7337381194326064,0.19799650747271377,2.9387729419259747,0.43658274035218325,0.20260253849919121,0.35531172639349295,1403917.1970543729,4996005.690911878,302049.8340155983,718379.5571306688,3943924.21107072,79971.72343787485,110889.19068715003,4282245.371972044,36826.49210388805,7433461,70812772,875459,7754892,57468471,515486,1202580,65313236,376285,8112.333616564681,3486.103067584376,2035.2155087045833,7004.6573057617115,648.6939828494753,2309.778930205186,3621.417286603584,286.5312188826529,249.29738598138476,3.207708597423446,2.999854812012181,2.6616484713834945,2.815071412730227,2.464036123782912,2.535942789843417,1.853076796897107,2.5048954910863617,2.440280463077365
