,0,Minimum_A_F,Maximum_A_F,Median_A_F,Mean_A_F,ArmMean_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,TrimMean_A_F,AsymmetryCoefficient_A_F,ZCR_A_F,MCR_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,Median_A_V,Mean_A_V,ArmMean_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,TrimMean_A_V,AsymmetryCoefficient_A_V,ZCR_A_V,MCR_A_V,RangeA_V,Minimum_A_L,Maximum_A_L,Median_A_L,Mean_A_L,ArmMean_A_L,RMS_A_L,Variance_A_L,STD_A_L,Kurtosis_A_L,Skewness_A_L,TrimMean_A_L,AsymmetryCoefficient_A_L,ZCR_A_L,MCR_A_L,RangeA_L,Minimum_L_F,Maximum_L_F,Median_L_F,Mean_L_F,ArmMean_L_F,RMS_L_F,Variance_L_F,STD_L_F,Kurtosis_L_F,Skewness_L_F,TrimMean_L_F,AsymmetryCoefficient_L_F,ZCR_L_F,MCR_L_F,RangeL_F,Minimum_L_V,Maximum_L_V,Median_L_V,Mean_L_V,ArmMean_L_V,RMS_L_V,Variance_L_V,STD_L_V,Kurtosis_L_V,Skewness_L_V,TrimMean_L_V,AsymmetryCoefficient_L_V,ZCR_L_V,MCR_L_V,RangeL_V,Minimum_L_L,Maximum_L_L,Median_L_L,Mean_L_L,ArmMean_L_L,RMS_L_L,Variance_L_L,STD_L_L,Kurtosis_L_L,Skewness_L_L,TrimMean_L_L,AsymmetryCoefficient_L_L,ZCR_L_L,MCR_L_L,RangeL_L,Minimum_T_F,Maximum_T_F,Median_T_F,Mean_T_F,ArmMean_T_F,RMS_T_F,Variance_T_F,STD_T_F,Kurtosis_T_F,Skewness_T_F,TrimMean_T_F,AsymmetryCoefficient_T_F,ZCR_T_F,MCR_T_F,RangeT_F,Minimum_T_V,Maximum_T_V,Median_T_V,Mean_T_V,ArmMean_T_V,RMS_T_V,Variance_T_V,STD_T_V,Kurtosis_T_V,Skewness_T_V,TrimMean_T_V,AsymmetryCoefficient_T_V,ZCR_T_V,MCR_T_V,RangeT_V,Minimum_T_L,Maximum_T_L,Median_T_L,Mean_T_L,ArmMean_T_L,RMS_T_L,Variance_T_L,STD_T_L,Kurtosis_T_L,Skewness_T_L,TrimMean_T_L,AsymmetryCoefficient_T_L,ZCR_T_L,MCR_T_L,RangeT_L,FI_A_F,FI_A_V,FI_A_L,FI_L_F,FI_L_V,FI_L_L,FI_T_F,FI_T_V,FI_T_L,P_A_F,P_A_V,P_A_L,P_L_F,P_L_V,P_L_L,P_T_F,P_T_V,P_T_L,EN_A_F,EN_A_V,EN_A_L,EN_L_F,EN_L_V,EN_L_L,EN_T_F,EN_T_V,EN_T_L,peak_A_F,peak_A_V,peak_A_L,peak_L_F,peak_L_V,peak_L_L,peak_T_F,peak_T_V,peak_T_L,ENt_A_F,ENt_A_V,ENt_A_L,ENt_L_F,ENt_L_V,ENt_L_L,ENt_T_F,ENt_T_V,ENt_T_L
0,0,-121,-70,-101.0,-99.546875,98.07180038398063,100.23573776353422,137.622802734375,11.731274557113347,-0.2180692113237317,0.3160812773095028,-99.546875,-9.46188749224135,0.0,0.33,51,1000,1039,1009.0,1011.96875,1011.9035349146714,1012.0015285314544,66.3427734375,8.145107331244935,0.6933569281600156,0.6714178803949399,1011.96875,122.77309056001788,0.0,0.5,39,207,267,237.0,237.625,237.10738067002052,237.88705303147546,124.609375,11.162856937182346,1.0741443185503288,0.4159702981082679,237.625,21.231124015445992,0.0,0.34,60,-18,18,0.0,-1.265625,0.0,8.786530885394987,75.601318359375,8.694901860249775,-0.14634100949763074,0.28380853430280745,-1.265625,-2.070178627580613,0.08,0.39,36,972,1000,990.0,988.484375,988.4373566954256,988.5079112607041,46.531005859375,6.821363929550673,-0.5944404868337725,0.1783183215220743,988.484375,145.13226536869612,0.0,0.44,28,50,90,70.0,69.53125,67.84737705607675,70.36733972518786,116.9677734375,10.815164050420131,-0.8923308640561833,0.16716177006268987,69.53125,8.321649082752824,0.0,0.48,40,-174,-116,-145.0,-145.8125,145.0773531612544,146.17444629619777,105.68359375,10.280252611195897,1.0874654650012543,-0.01856715749332805,-145.8125,-15.077450512373055,0.0,0.27,58,980,1019,1009.0,1006.09375,1006.001500395606,1006.13959021599,92.2412109375,9.604228804932752,0.1483543443107207,-0.6270841440924629,1006.09375,106.09909662675251,0.0,0.41,39,19,58,38.0,38.484375,34.70723805618208,40.02206422712352,120.718505859375,10.987197361446412,-0.8354613357607614,-0.2542570218601185,38.484375,2.6394356127395797,0.0,0.33,39,0.22159025311324645,0.19632187003339874,0.1996658850496724,0.916042019185506,0.19979307053070894,0.3203628091389772,0.23676479204733364,0.20228487100387946,0.3594013509973394,57969.22812482095,4251316.5097956285,237511.3819221966,1097.1949824870653,4078528.6034476236,22964.909360942973,90338.82341852188,4284777.3105568895,6483.283543065988,643021,65545414,3621776,4941,62537465,316900,1367486,64788280,102513,26.35043224843525,10.278512290004974,16.258264315499943,10.102363558360931,4.1571832155451665,18.764041504031226,25.21374853094017,10.837558386772239,16.472893336532664,2.7382373310758625,2.893496780329243,2.9777739665852248,3.0399801524153176,3.1826030692592835,3.151121523191545,2.949574793612715,3.0653990866364174,3.0844647370570266
1,0,-121,-60,-80.0,-85.296875,84.09064241253185,85.9095636410755,104.896240234375,10.241886556410153,1.167201931730311,-0.4918482623171414,-85.296875,-7.811060936808553,0.0,0.52,61,1000,1039,1019.0,1014.484375,1014.4002155660157,1014.526467434438,85.406005859375,9.24153698577109,-0.4654970385756965,0.049312338955536016,1014.484375,109.18097298680145,0.0,0.44,39,198,267,227.0,228.890625,228.2005307343113,229.2355161727781,158.003662109375,12.569950760021895,0.37493073500577795,0.13235089690266266,228.890625,18.854489132428967,0.0,0.42,69,-27,45,18.0,17.015625,0.0,22.415466200817686,212.921630859375,14.591834389800859,0.6342187798527759,-0.4169012262292278,17.015625,0.6167833158996555,0.0,0.23,72,972,1000,990.0,988.3125,988.2652155102991,988.3361017386748,46.65234375,6.830252100032619,0.061156229341317925,-0.23228534205317386,988.3125,143.62573820596094,0.0,0.44,28,30,90,60.0,61.40625,58.240647118301325,62.786841774371794,171.4599609375,13.094272065964567,-0.14307015765554132,-0.09375910094395123,61.40625,6.10954160697034,0.0,0.47,60,-165,-87,-126.0,-125.84375,122.61645919189131,127.31616649114126,372.7568359375,19.306911610547658,-0.7294847600862124,0.3525382547245822,-125.84375,-7.510263833226662,0.0,0.12,78,990,1028,1009.0,1011.3125,1011.2115895524249,1011.3626791364212,101.49609375,10.074526974007265,-0.2375427294718997,-0.5320425261455366,1011.3125,101.14618806709892,0.0,0.3,38,19,77,48.0,52.046875,48.709073786528656,53.4551505937454,148.575927734375,12.189172561514379,-0.22411375559587787,-0.05328659792222713,52.046875,4.758321346858846,0.0,0.48,58,0.16730705458121034,0.19637247149418904,0.18691506856885148,1.4006037760687984,0.20168729529095594,0.264725454063566,0.208717431826586,0.19720465975156715,0.4291637310193757,33629.423145710374,4280048.654357715,228526.66118909913,3582.084662254805,4092106.265953766,23362.285976684034,112329.97920603387,4291956.663856957,11459.347940899966,472349,65872893,3363131,32157,62515728,252300,1037402,65462686,182877,16.444828270485402,8.768069705417782,21.880182260308572,43.953519786274384,5.621541793283414,23.00319348021661,282.1680503156951,22.83231458821319,17.91600767709761,3.0131605610707584,3.055335291008956,3.0824022796096098,2.575205669482936,2.974997879228294,2.927641854051504,1.2689427676008516,2.8520871969837764,3.0437521527853004
2,0,-121,-60,-90.0,-85.984375,84.28601957977197,86.81634710698212,143.765380859375,11.990220217301054,0.05884825425338348,-0.1602610885575577,-85.984375,-7.506117349716082,0.0,0.39,61,1000,1039,1019.0,1016.59375,1016.5077714237628,1016.6367499013597,87.4287109375,9.350332129796248,-0.7393949166815998,0.0407064807560133,1016.59375,108.98008603916887,0.0,0.39,39,188,267,227.0,225.015625,224.233164341868,225.40591856692672,175.796630859375,13.258832183091199,1.0188600842656248,0.1500360168123529,225.015625,16.366448945385777,0.0,0.34,79,-18,45,9.0,13.359375,0.0,17.752200567816942,136.667724609375,11.690497192565207,0.2795088999875026,0.4192901341383824,13.359375,0.0,0.03,0.33,63,972,1000,990.0,987.359375,987.2938424225521,987.3921064475855,64.636474609375,8.039681250483442,-0.5794961241176306,-0.11708112896648355,987.359375,124.38304067588105,0.0,0.55,28,30,101,60.0,59.390625,56.966240502584064,60.51872127697346,135.269287109375,11.630532537651705,1.4887369512539514,0.2856538860095885,59.390625,6.018641001466434,0.0,0.44,71,-165,-97,-135.0,-133.21875,131.8590990705683,133.8824110927197,177.2646484375,13.314077077946484,0.1605855568894885,-0.010978111160005171,-133.21875,-11.641813329798346,0.0,0.23,68,990,1038,1009.0,1012.265625,1012.1542133095226,1012.321504328047,113.132568359375,10.636379476089363,-0.05199215979948901,0.31833828284026083,1012.265625,94.01695400657765,0.0,0.39,48,29,77,38.0,43.125,40.86089881069096,44.338188957150706,106.109375,10.300940491042553,0.4804035571519738,0.7489419405994271,43.125,6.504260466144968,0.0,0.55,48,0.3396782449463014,0.1962803281568132,0.22170273150061665,2.0254690482505397,0.19756061889043147,0.3083036595399066,0.2267319172403636,0.1966466311565668,0.4065379553040846,34394.46660828797,4341264.650131343,227049.72529082975,3582.8373674603545,4105653.49723965,17908.105199744386,99472.69540017458,4290855.715299931,9747.326379728309,482373,66147218,3251701,20169,62396363,234401,1147168,65586869,125816,30.86345731174074,11.725333199141634,19.26284207151782,22.844269537275792,9.251001580528369,15.362755865714036,52.89501116261972,12.378720560638161,10.324843488514274,2.8775182111053965,3.0392159541149564,3.0169431835749867,2.970996625023379,3.1005896248525846,3.0867537450299727,2.375963853730949,3.1274543360096567,3.1131633515576764
3,0,-101,-60,-80.0,-84.65625,83.62525604628597,85.15684059428226,85.0068359375,9.219915180602259,-0.20298533802497287,0.027291448530106288,-84.65625,-9.761478087059913,0.0,0.44,41,990,1029,1014.0,1013.546875,1013.4446776439966,1013.597807626378,103.247802734375,10.161092595502462,-0.3757714180735188,-0.3062190412228623,1013.546875,98.4146134484222,0.0,0.48,39,188,247,227.0,222.0625,221.38321061244068,222.39238970792144,146.62109375,12.108719740335886,-0.012302620835269007,-0.4117525796918949,222.0625,17.920969735317414,0.0,0.53,59,0,45,18.0,18.5625,0.0,21.106870919205434,100.93359375,10.04657124346411,-0.3447096628374329,0.2811748597339431,18.5625,1.7916560350587338,0.0,0.38,45,962,1000,990.0,986.328125,986.2429538424229,986.3705011936438,83.595458984375,9.143055232490669,0.0493273237574976,-0.5114399826622568,986.328125,108.27890402345443,0.0,0.5,38,30,90,60.0,59.53125,56.983358654559595,60.73765306628171,145.0927734375,12.045446170130024,-0.15055104937253905,0.1972668597050201,59.53125,4.9811355389048515,0.0,0.38,60,-155,-116,-135.0,-131.390625,130.75373077797138,131.71459438877682,85.238037109375,9.232444806733211,0.3867044385765679,-0.4149363678144816,-131.390625,-15.70548246270064,0.0,0.48,39,980,1028,1009.0,1008.9375,1008.8318373193384,1008.9900117196404,105.96484375,10.29392266096846,0.4207658209438154,-0.5688575486600692,1008.9375,96.17325023761738,0.0,0.41,48,19,67,48.0,45.140625,42.379578704274614,46.19878921573595,96.652099609375,9.831179970348167,0.19241734440157554,-0.5182238910440655,45.140625,4.882425115273329,0.0,0.53,48,0.1815724001628977,0.20779148870548494,0.19363545256334905,1.4775258239247608,0.20314187475134046,0.17626007741777144,0.21783470565593085,0.19555433474661826,0.2721792223939689,27544.503867280488,4333396.008381985,191841.79181899363,3760.634123547151,4070763.437890183,14888.18085417791,76650.15835761947,4252935.133543784,8029.515232247909,464108,65752353,3165336,28512,62267313,236100,1110319,65155894,136597,12.253979484790928,16.008528776909245,19.11442075842231,10.853001917715009,9.677399776377555,23.298175389005078,15.756571474516372,9.012398464471383,10.421810443096284,2.9071871140907817,3.013547858248192,3.1225443982624883,3.097952587528161,3.0655104463776164,2.975325938179892,2.9350823460319466,3.153334461904003,3.0638909535870624
4,0,-969,1585,-95.5,-81.828125,0.0,389.7784426760926,145231.39233398438,381.0923671946007,4.739857475018589,1.096866983758186,-81.828125,-0.26502761192387103,0.08,0.14,2554,774,1323,1029.0,1040.90625,1032.6159333966812,1045.2390127382348,9038.7724609375,95.07245900331759,1.9421728452983125,0.8343887722786708,1040.90625,10.718140781069328,0.0,0.16,549,-118,495,232.0,244.234375,200.0008068686468,268.77171423905463,12587.804443359375,112.19538512505484,2.407227528511079,-0.4400626437337014,244.234375,1.934125897942489,0.03,0.17,613,-781,472,167.5,143.96875,65.81095433160155,266.6111986582709,50354.5302734375,224.39815122553367,4.352466382029145,-1.624074581202248,143.96875,0.12032184691603527,0.16,0.11,1253,796,1166,981.0,969.671875,962.027454541725,973.5184015338383,7474.532958984375,86.45538131883043,-0.5609634449978405,0.21535562304531508,969.671875,11.450993389862855,0.0,0.2,370,-222,262,50.0,66.953125,0.0,114.40095333955921,8604.857177734375,92.76236940556431,0.4697060417841876,-0.12819128859659673,66.953125,0.43120933904908015,0.09,0.17,484,-320,116,-77.0,-55.59375,66.23011647736712,128.53039523785804,13429.3974609375,115.88527715347408,-0.8378788965607824,-0.2300277610646401,-55.59375,-1.1649452226896009,0.06,0.06,436,828,1247,1009.0,1009.671875,1002.9580380674944,1013.1213602648994,6977.595458984375,83.53200260369898,0.9532978160993012,0.564710437516231,1009.671875,12.306660536766277,0.0,0.11,419,-38,223,87.0,95.296875,0.0,119.06832334840362,5095.771240234375,71.38467090513463,-0.7883459305975942,0.07284518741331014,95.296875,0.2661635860904886,0.08,0.2,261,0.3288519832239516,0.2203767058886927,0.19019343500385724,0.6864352544709303,0.19127180822304965,6.035872275274098,0.11829758424573998,0.2485118993107531,0.2128088654638413,4059837.244920855,4885735.264085892,657627.6197051229,1044431.3893148637,4780178.093607013,289649.2901974796,423630.5947710113,4376186.497686082,132218.75850433012,9723343,69921574,4623247,4549218,60655237,837605,1057284,65690553,907345,32729.53534450902,2302.123714145418,2688.887743987712,13765.381804149807,2873.5371743046053,2035.4163767053174,7750.959885409506,2406.601126951141,2869.978696077661,2.8178163239441645,2.638235784137837,2.7949199914785563,2.5611074780789163,2.132598570738176,2.4652812126914694,1.5531780355701756,2.206448272385667,1.7156424697117354
5,0,-2575,1181,-126.0,-335.359375,96.73667101535773,869.4504999567256,643478.2614746094,802.1709677335683,1.661905734562172,-1.4908878443421365,-335.359375,0.04986468173114629,0.11,0.06,3756,225,2470,1048.5,1178.28125,980.8076477408287,1266.0143536903524,214445.6396484375,463.0827568031847,0.7190406406284664,0.8515912214020082,1178.28125,2.1162524097534274,0.0,0.09,2245,-633,1653,297.0,314.75,152.2816696711707,460.18413434189586,112701.875,335.71099922403494,6.365479261104412,1.5726606917632435,314.75,1.0306483874515495,0.09,0.27,2286,-1636,1754,4.5,16.25,118.14031560092708,633.0025424514503,400428.15625,632.7939287398386,0.7182210075080389,0.4120459848927669,16.25,0.33028129776182863,0.12,0.12,3390,388,2009,995.0,1042.578125,933.4255279374884,1092.1402654306817,105801.21264648438,325.2709834068885,0.4609844677906962,0.4785961431487806,1042.578125,2.9021955481935198,0.0,0.16,1621,-868,797,111.0,82.75,0.0,241.54153369555308,51494.75,226.92454693135338,4.960204530324103,-1.11705980867453,82.75,0.6654194182248552,0.2,0.23,1665,-718,242,-130.5,-131.671875,76.46351103175358,209.29714970586681,26467.81420898437,162.68931805433442,1.5605866362443042,-0.2478849258284239,-131.671875,-0.3565077332282465,0.09,0.17,960,485,1561,942.0,986.921875,906.2353548469097,1024.182669559,74935.35327148438,273.7432250695611,-0.8970738530574969,0.10618521458856027,986.921875,3.130671087045997,0.0,0.09,1076,-291,330,62.5,62.515625,0.0,147.60393583844572,17878.718505859375,133.71132527149442,0.3579890140783024,-0.23165558257423516,62.515625,0.5758674505966882,0.25,0.25,621,0.3397931037168306,0.4306350292616004,0.4287868689570225,1.0971207432450092,0.1620876929182297,2.086573467603739,0.5462607949363467,0.2034758154326644,0.6383217713978202,18817084.164771397,17428992.35273746,3130126.090376272,15742129.445848824,10721022.769623714,740177.5614471578,986821.285297662,7481144.753933235,463696.149768964,48380427,102578710,13553244,25644302,76337303,3733908,2803539,67132809,1394363,262914.2124175016,99339.28646619392,17308.587283571866,110709.39149125603,49893.4124257309,6076.693227028331,6051.492198690156,45148.368512156936,3607.55687893492,1.5248981989903978,1.5892322000571841,3.1265856659761697,2.4311541376607555,2.1273350946147502,3.1819826532163304,2.4523690133017984,1.4849332756830735,2.933864672561058
6,0,-2797,1303,-90.0,-283.3125,0.0,887.0196939752803,706537.96484375,840.5581269869145,1.6498368526003102,-1.4316498593910063,-283.3125,-0.17964254362905074,0.12,0.09,4100,98,4725,1092.5,1293.203125,876.8495045289666,1484.923351346796,532623.0368652344,729.8102745681473,6.055549776888987,1.9059088935014896,1293.203125,1.5168325776929468,0.0,0.11,4627,-2732,1841,306.0,294.234375,0.0,579.5287282568484,249279.67944335935,499.2791598328128,19.823155688181203,-2.8933259134738303,294.234375,0.434626592611364,0.14,0.3,4573,-2509,2309,118.0,63.0,156.75592240333663,828.7964542033225,682934.5625,826.3985494299951,1.044609318978268,-0.06297049232273512,63.0,0.12100698878159286,0.16,0.19,4818,379,2638,1018.0,1066.078125,918.9467862651246,1140.8507447843476,165017.85327148438,406.2238954954329,2.3037328616198973,1.1052418079962418,1066.078125,2.5060071829561914,0.0,0.14,2259,-1353,1272,75.0,79.8125,77.09733045331488,314.6529834595566,92636.46484375,304.3623906525739,9.066927622840726,-0.679293520870471,79.8125,0.19713342332262496,0.25,0.36,2625,-980,203,-126.0,-139.625,87.92757194960241,223.56535677514972,30486.328125,174.60334511400401,10.00529917444874,-2.4027195315329064,-139.625,-0.6070903162295617,0.06,0.28,1183,428,2000,961.5,1010.71875,887.9284088889948,1070.8423524263503,125150.9521484375,353.7668047576504,-0.3390294339260493,0.4897569072043734,1010.71875,2.2868171606836016,0.0,0.17,1572,-456,796,58.0,91.0625,0.0,205.6153113218955,33985.27734375,184.35096241612084,2.8309825081410582,0.4967615403012414,91.0625,1.052340586983751,0.23,0.22,1252,0.3684857914381352,0.3206560541442757,0.6627506118736146,1.0647545221046892,0.09453755538226448,2.6586452253911568,2.0215666301805366,0.11511017409913203,1.408972057202484,31335022.18738419,29275630.04260952,4772830.9586054785,21949301.10887876,13610556.04950392,1355373.289650504,1215311.5495139817,9801453.476562804,600685.8502517535,50355452,141119831,21494627,43961828,83298587,6336416,3198814,73389014,2705770,284802.0645302065,157081.00141751574,16985.307296986324,97963.70208919233,59179.738347105456,7738.9235627248545,6402.933112577363,56130.38024322805,5656.482260915289,1.9817186479990163,2.705993195230836,3.2836623069295428,2.77220404452087,2.4083592442169057,3.2251102211229963,2.622387883559367,2.0147823240228333,3.0349240010247502
7,0,-2707,4141,-90.5,-178.734375,0.0,1030.8642384548025,1030735.1013183594,1015.2512503407023,4.323349573709742,0.4180573304305549,-178.734375,0.24821441974627734,0.16,0.19,6848,49,3382,1161.5,1390.796875,778.5744507871158,1582.4796552799662,569925.9118652344,754.9343758666937,-0.20460969196384626,0.7022739780501058,1390.796875,2.8439558041520647,0.0,0.12,3333,-465,980,341.0,361.421875,225.83534840850032,461.4995767874549,82356.08764648438,286.9775037289236,0.7509247665967154,-0.3750683050682877,361.421875,2.2057478087130002,0.06,0.25,1445,-2327,2654,67.5,94.15625,236.0852583543882,915.1165055609039,828572.8193359375,910.2597537713824,0.6600195629177859,0.2886827872140937,94.15625,1.1084748016371346,0.17,0.17,4981,333,2064,1083.0,1118.75,931.5597160153453,1193.5994407672952,173078.0625,416.0265165827775,-0.5208257388710091,0.17195713879245064,1118.75,2.802705965902053,0.0,0.19,1731,-838,909,60.0,90.609375,66.49877177850595,312.45032105120333,89415.14428710938,299.0236517185712,1.1609264458926571,-0.14817109211451998,90.609375,0.4380924359899525,0.22,0.19,1747,-922,213,-126.0,-135.46875,0.0,216.09062045817726,28343.3740234375,168.35490495806025,6.022814320693398,-1.5267181808517516,-135.46875,-0.8018774388167101,0.11,0.23,1135,428,1914,1047.0,1037.890625,895.2911071007812,1102.3711163328799,138005.12866210938,371.4904153031534,-0.7287754914850799,0.2267867205318409,1037.890625,3.3567487844400783,0.0,0.12,1486,-553,621,58.0,54.671875,0.0,189.29990260166542,32845.43920898437,181.2331073755134,2.3394252053361457,-0.22107359039620508,54.671875,1.0152670373782955,0.27,0.3,1174,0.6803148784408513,1.0541922910069863,0.7401106605005799,1.1271647613271265,0.20558473808068048,0.8157431054984593,2.7009794153907154,0.19790002655306071,3.3179563472107056,25821957.34462909,32409276.62515505,3761026.907898885,21391544.156706754,14963413.568897964,1719119.2209244126,1147581.853884543,10518265.403171137,375350.550589425,68011589,160271479,13630839,53596046,91179496,6248013,2988490,77774213,2293405,270176.38162300666,268526.9122198416,23750.601263291777,133712.1559753102,87717.26402336407,16304.088464339493,6802.812587295898,83115.85237558365,3240.676158523391,2.973278671370378,2.0773958645676003,2.7374615245303966,2.803508347925684,1.872619124237208,2.8714314453282688,2.4566328345815163,1.7256985759284642,3.1088030086159777
8,0,-2606,2919,-85.0,-187.65625,89.3785612202947,945.1940938241204,858177.0068359375,926.3784360810314,2.1008146531273715,-0.17359850314020248,-187.65625,0.13061616644692275,0.23,0.16,5525,-127,4656,1019.0,1176.3125,715.3992845308113,1405.7566912520815,592440.77734375,769.7017457065756,5.461085065999979,1.8999632490052742,1176.3125,1.2225514691228547,0.03,0.12,4783,-2861,3376,297.0,341.1875,262.6557894419348,695.934488655362,367915.90234375,606.5607161230853,19.068919231532792,-0.3015745695070725,341.1875,1.2232905631320692,0.09,0.17,6237,-2627,1881,-27.0,-31.8125,0.0,785.3208540144595,615716.80859375,784.6762444433691,1.0842851933885598,0.13403030042618436,-31.8125,-0.8219950642924686,0.17,0.19,4508,268,2370,1018.0,1093.609375,861.0416512478372,1189.3782711463161,218639.20678710935,467.5887154189132,-0.08111081384887342,0.4989354812922325,1093.609375,4.236629188591988,0.0,0.2,2102,-595,737,75.0,128.6875,0.0,290.9917309821707,68115.71484375,260.98987498320696,0.6679966189604127,0.03391019812137008,128.6875,2.4751918059716536,0.2,0.28,1332,-1067,174,-106.0,-120.90625,0.0,213.154213540338,30816.3974609375,175.5459981342141,11.882264738753838,-2.6783622509875933,-120.90625,-1.1563920690735192,0.11,0.14,1241,419,2019,961.0,1029.46875,880.0670201316872,1100.7018499575622,151738.6552734375,389.5364620589932,-0.544058130559884,0.4261694279434671,1029.46875,5.01108417343581,0.0,0.17,1600,-932,572,62.5,71.0625,0.0,214.57851127268083,40994.05859375,202.4698955246186,8.19720129835046,-1.5092271924658174,71.0625,0.4296935096181818,0.25,0.23,1504,0.7461358460919949,0.36343090724546395,2.8314933354032465,1.3539270096752944,1.0612439177878137,0.6600856759975003,1.7223967319559843,0.7269186513044753,2.8213727394619075,24244245.38472984,11831889.772605982,1864514.188836552,11868064.948790325,10538641.266797705,1313518.9709295074,1170906.1448382195,9234642.740426363,452261.1948145288,57177080,126473720,30996788,39470646,90535723,5419276,2907822,77538852,2946812,260416.3714345577,221331.16936753708,25801.460612488467,139638.33494135345,73921.00212233451,20717.678961262765,4334.474751860382,79663.96365282127,4381.946549333315,2.716511468827404,2.637131026150164,3.2444762650117287,2.380938520701552,2.579748076127963,2.6658591573422727,2.6134163276044604,2.0235003007279877,3.168543184854145
9,0,-2747,2515,-90.5,-314.8125,61.99905190467026,966.496087679614,835007.77734375,913.7875996881057,1.8745229335264144,-0.6226413571618284,-314.8125,-0.3315869028025988,0.16,0.09,5262,39,4598,1034.0,1184.765625,593.0272188968453,1408.8556249222274,581204.5856933594,762.367749641444,4.786754613393028,1.703840890997134,1184.765625,0.514187542933663,0.0,0.12,4559,-1702,811,287.0,249.734375,190.0841411511419,474.469259409922,162753.82006835938,403.4275896221766,10.342403546704453,-2.7514525534148753,249.734375,0.3668564168816687,0.03,0.19,2513,-2663,2254,-181.0,-69.5625,236.12903454700125,830.635129735072,685115.77734375,827.7172085584242,0.8877066635221401,0.2381786913366956,-69.5625,-0.8891925797723096,0.12,0.16,4917,55,2592,948.5,1000.375,642.0172288655813,1113.7379628979158,239662.109375,489.5529689165412,0.6259238867687587,0.6195707574714748,1000.375,1.43600395592708,0.0,0.12,2537,-494,808,35.0,84.21875,0.0,256.46168086090364,58679.7958984375,242.23912957744358,0.6023912890986431,0.5248595889796978,84.21875,1.081575881060285,0.25,0.23,1302,-980,194,-126.0,-135.921875,0.0,209.52666148965386,25426.66577148437,159.45741052545782,10.43772671621816,-2.0959656223561898,-135.921875,-0.30102081704341155,0.11,0.25,1174,409,2000,904.0,953.109375,802.888174623547,1032.181162938464,156980.47241210938,396.2076127639515,0.0028286772918599823,0.7375299429256086,953.109375,1.5370729394915077,0.0,0.12,1591,-359,766,48.0,65.984375,0.0,179.27427485559662,27785.32788085937,166.68931543701106,4.088789988365608,0.948603279454385,65.984375,-0.05399266279548038,0.23,0.25,1125,0.6492130890061364,0.3759438737508205,3.083924419329306,2.227975820041748,0.202830990557446,1.6388488050065726,1.1515869159693144,0.10527963719177932,1.8242384226211008,26623747.338201344,18126834.62973365,5479096.339873675,20438595.220951404,5732881.836906233,1837052.4790239683,881182.4651918559,8289068.134350265,417055.5122085106,59783340,127031947,14407749,44157102,79386384,4209446,2809691,68185469,2056913,271683.1760550402,209586.64361910726,37368.02998964318,158234.27183123294,104189.78850954141,11000.209636684496,5026.678337219023,107911.60621653133,2326.54931640625,2.6268934925141005,2.6229289369240907,2.61644616738394,2.4652421284808166,2.2350920500354974,2.7056201765279315,2.913220042953924,1.4940295533286936,3.1134845627834773
