time,A_F,A_V,A_L,L_F,L_V,L_L,T_F,T_V,T_L,Action
185000,-111,1000,237,-18,990,90,-155,1019,29,0
185015,-121,1000,237,0,990,60,-155,1009,38,0
185031,-111,1009,237,-9,981,80,-155,1019,48,0
185046,-121,1000,237,-9,981,80,-155,1009,48,0
185062,-111,1009,227,-9,990,80,-135,1019,19,0
185078,-90,1009,217,-18,1000,70,-145,1009,29,0
185093,-111,1000,257,-9,981,60,-145,1009,38,0
185109,-111,1019,227,-18,981,60,-145,1009,58,0
185125,-111,1009,247,-9,981,60,-145,1019,38,0
185140,-111,1019,237,9,981,70,-145,1009,29,0
185156,-101,1000,237,0,990,70,-145,1000,29,0
185171,-121,1019,237,-18,990,70,-155,1019,29,0
185187,-111,1009,227,0,990,60,-135,1009,29,0
185203,-111,1009,237,-9,981,70,-126,1000,48,0
185218,-101,1019,237,0,990,80,-145,1000,48,0
185234,-101,1019,237,0,990,80,-135,1009,19,0
185250,-90,1000,247,0,990,70,-135,1000,38,0
185265,-101,1019,237,-9,990,70,-116,990,48,0
185281,-111,1000,247,-9,990,70,-145,1019,19,0
185296,-101,1019,237,-9,990,60,-145,1009,19,0
185312,-101,1029,247,0,1000,80,-145,1009,19,0
185328,-101,1009,267,0,981,50,-165,1019,48,0
185343,-101,1009,267,0,981,90,-126,1000,38,0
185359,-111,1029,237,0,990,50,-126,1000,38,0
185375,-90,1000,237,-9,990,80,-135,1009,38,0
185390,-101,1009,237,-9,981,70,-145,1009,29,0
185406,-80,1009,227,18,972,80,-145,980,29,0
185421,-101,1019,247,18,1000,70,-135,1009,38,0
185437,-111,1019,247,-9,990,80,-145,1009,29,0
185453,-101,1009,237,0,990,70,-145,1009,48,0
185468,-101,1009,247,9,981,70,-145,1000,48,0
185484,-101,1019,227,-9,981,80,-135,1019,58,0
185500,-90,1009,227,-9,1000,50,-145,1000,38,0
185515,-70,1009,237,9,981,70,-155,1009,48,0
185531,-90,1009,227,9,981,60,-145,1000,48,0
185546,-70,1009,227,9,990,60,-155,1000,29,0
185562,-90,1009,237,0,981,60,-145,1000,38,0
185578,-101,1009,237,-9,990,70,-145,1019,29,0
185593,-90,1009,237,0,981,80,-135,1009,29,0
185609,-101,1009,227,-9,990,60,-145,1009,38,0
185625,-90,1019,247,0,981,60,-145,1009,19,0
185640,-80,1029,217,0,990,80,-145,990,38,0
185656,-80,1009,227,0,990,50,-135,980,48,0
185671,-90,1019,227,9,981,60,-145,1019,19,0
185687,-111,1019,227,9,990,80,-145,1019,38,0
185703,-101,1009,237,9,990,60,-155,1019,38,0
185718,-111,1019,237,0,990,90,-145,990,48,0
185734,-121,1019,247,-9,981,90,-145,990,48,0
185750,-90,1019,247,0,1000,60,-155,1000,58,0
185765,-111,1009,237,0,1000,60,-174,1000,48,0
185781,-101,1009,237,9,1000,60,-174,1009,48,0
185796,-101,1009,257,0,990,60,-155,1009,29,0
185812,-80,1039,207,-9,1000,80,-155,1009,48,0
185828,-101,1009,237,0,981,70,-155,1009,48,0
185843,-101,1019,227,0,990,60,-135,990,48,0
185859,-90,1000,237,0,981,90,-155,990,58,0
185875,-90,1019,247,9,1000,80,-155,1009,38,0
185890,-90,1009,267,18,990,60,-155,1000,38,0
185906,-111,1009,247,18,1000,60,-155,1019,38,0
185921,-101,1009,247,0,990,80,-135,1000,19,0
185937,-90,1019,227,0,990,70,-155,1000,48,0
185953,-90,1000,237,0,990,60,-145,1009,48,0
185968,-90,1009,227,-9,990,80,-145,1009,48,0
185984,-90,1009,237,0,1000,60,-145,1009,48,0
186000,-80,1009,237,9,981,80,-145,1019,58,0
186015,-80,1000,217,9,990,80,-155,1028,48,0
186031,-90,1000,217,9,990,80,-145,1009,58,0
186046,-80,1019,237,9,990,60,-145,1009,48,0
186062,-80,1019,237,18,981,80,-155,1009,38,0
186078,-90,1009,227,9,1000,50,-165,1009,58,0
186093,-90,1019,237,27,972,70,-145,1000,48,0
186109,-80,1009,217,9,981,80,-145,1009,48,0
186125,-101,1019,247,9,990,60,-145,1019,38,0
186140,-90,1029,227,9,990,90,-145,1019,67,0
186156,-80,1019,247,0,990,70,-135,1009,48,0
186171,-90,1009,227,9,990,60,-126,1028,38,0
186187,-90,1009,267,9,990,70,-126,1028,38,0
186203,-101,1009,227,0,1000,70,-116,1019,77,0
186218,-90,1019,227,9,981,80,-126,1019,58,0
186234,-80,1009,227,0,990,50,-116,1009,38,0
186250,-80,1000,227,18,981,60,-116,1009,67,0
186265,-80,1000,237,18,1000,50,-135,1009,58,0
186281,-90,1019,217,9,990,60,-135,1009,58,0
186296,-90,1009,247,27,1000,30,-126,1009,29,0
186312,-90,1000,247,27,1000,50,-135,1000,58,0
186328,-80,1019,227,9,1000,70,-116,1000,48,0
186343,-80,1029,207,9,1000,70,-116,1019,58,0
186359,-90,1019,217,18,990,60,-116,1019,48,0
186375,-80,1000,227,18,990,60,-106,1028,67,0
186390,-90,1000,227,18,990,70,-106,1019,48,0
186406,-80,1019,247,27,990,60,-116,1009,58,0
186421,-80,1009,227,27,981,50,-97,1009,58,0
186437,-90,1000,217,18,990,50,-97,1019,67,0
186453,-90,1019,237,18,981,70,-97,1019,67,0
186468,-70,1019,237,27,981,60,-106,1019,77,0
186484,-70,1019,237,27,990,50,-87,1009,67,0
186500,-101,1009,227,36,981,70,-97,1019,48,0
