time,A_F,A_V,A_L,L_F,L_V,L_L,T_F,T_V,T_L,Action
440000,-101,1019,198,81,981,80,-106,1019,-116,0
440015,-111,1009,207,72,981,50,-97,1000,-87,0
440031,-90,1009,217,81,981,80,-97,1000,-87,0
440046,-101,1019,217,72,990,70,-97,1009,-87,0
440062,-90,1009,227,90,981,70,-116,1019,-97,0
440078,-101,1029,237,72,990,50,-106,1019,-77,0
440093,-121,1019,237,72,990,50,-106,1019,-77,0
440109,-121,1019,227,72,981,80,-106,1038,-87,0
440125,-111,1009,227,54,990,70,-116,1009,-67,0
440140,-111,1009,217,72,990,80,-116,1009,-97,0
440156,-121,1009,198,81,990,60,-116,1000,-97,0
440171,-111,1009,227,63,972,60,-106,1009,-77,0
440187,-90,1019,237,81,962,70,-116,1009,-97,0
440203,-101,990,247,72,990,70,-116,1009,-87,0
440218,-111,1019,237,81,981,80,-116,1019,-97,0
440234,-111,1019,198,63,981,60,-116,1000,-87,0
440250,-111,1009,227,45,990,60,-116,1009,-97,0
440265,-101,1019,227,72,981,80,-116,1009,-97,0
440281,-90,1019,217,63,981,70,-106,990,-87,0
440296,-121,1009,227,63,981,70,-106,1000,-87,0
440312,-131,1000,217,63,990,70,-106,1000,-87,0
440328,-101,1009,217,63,981,80,-106,1000,-116,0
440343,-90,1000,227,63,990,70,-116,1000,-106,0
440359,-101,1009,237,90,981,60,-126,1009,-77,0
440375,-121,1019,207,81,990,60,-126,1019,-97,0
440390,-111,1000,227,72,981,70,-116,1000,-87,0
440406,-101,1000,217,81,962,70,-116,1000,-97,0
440421,-111,1019,247,72,990,70,-116,1000,-87,0
440437,-101,1019,227,81,972,60,-116,1009,-77,0
440453,-111,1019,217,90,972,80,-106,1009,-87,0
440468,-111,1009,207,72,990,90,-106,1019,-116,0
440484,-111,1019,217,90,990,80,-106,1009,-126,0
440500,-101,1000,217,72,1000,70,-116,1000,-87,0
440515,-111,1000,227,63,981,80,-97,990,-106,0
440531,-111,1000,227,72,990,60,-116,1009,-106,0
440546,-101,1009,227,54,972,101,-126,1009,-106,0
440562,-101,1009,227,90,972,80,-116,1009,-106,0
440578,-111,1019,227,72,981,80,-116,1019,-116,0
440593,-111,1019,227,63,990,60,-126,1009,-106,0
440609,-90,1019,217,81,972,60,-135,1019,-106,0
440625,-90,1009,217,100,981,60,-116,1000,-97,0
440640,-90,1000,227,90,990,80,-135,990,-97,0
440656,-121,1039,207,90,1000,80,-126,1009,-97,0
440671,-90,1009,227,90,981,70,-126,1009,-97,0
440687,-90,1019,227,90,972,60,-116,1000,-97,0
440703,-90,1009,227,90,972,60,-106,980,-97,0
440718,-90,1000,237,90,981,50,-116,990,-97,0
440734,-90,1000,217,90,981,80,-116,1000,-97,0
440750,-111,1009,227,90,981,90,-116,1009,-97,0
440765,-111,1009,227,81,981,80,-106,1009,-97,0
440781,-101,1009,227,100,972,70,-126,1000,-87,0
440796,-90,1019,217,90,981,70,-106,1000,-97,0
440812,-80,1000,227,90,981,70,-116,1009,-106,0
440828,-80,1019,207,109,972,90,-97,1019,-97,0
440843,-101,1000,227,81,981,80,-126,1000,-87,0
440859,-90,1009,237,81,981,70,-106,990,-97,0
440875,-101,1009,198,72,981,90,-106,1000,-116,0
440890,-101,1009,207,54,972,70,-116,1009,-97,0
440906,-90,1009,217,72,1000,70,-106,1019,-97,0
440921,-90,1009,217,109,1018,70,-97,1000,-97,0
440937,-90,1009,207,72,981,70,-126,1009,-87,0
440953,-121,1019,227,63,990,70,-106,1009,-97,0
440968,-101,1009,217,54,962,101,-116,1009,-106,0
440984,-101,1009,217,72,990,50,-116,1028,-116,0
441000,-111,1009,227,90,972,70,-116,1019,-116,0
441015,-111,1000,237,63,990,70,-106,1009,-106,0
441031,-101,1019,217,81,972,60,-116,1009,-97,0
441046,-101,1019,217,72,972,50,-116,1009,-126,0
441062,-90,1009,217,63,981,70,-106,1009,-97,0
441078,-111,1009,227,63,981,70,-116,1009,-106,0
441093,-111,1019,217,72,990,50,-116,1009,-97,0
441109,-90,1029,207,72,990,60,-97,1009,-97,0
441125,-121,1019,227,63,990,60,-116,1009,-106,0
441140,-90,1019,198,63,990,60,-97,990,-116,0
441156,-90,1019,227,72,990,60,-116,1009,-97,0
441171,-111,1019,217,90,972,70,-106,1000,-106,0
441187,-101,1019,227,90,990,60,-106,1009,-97,0
441203,-111,1029,227,54,981,60,-106,1019,-87,0
441218,-101,1009,217,72,981,60,-87,1000,-106,0
441234,-101,1029,217,81,981,70,-126,1019,-87,0
441250,-90,1019,217,81,972,70,-106,1009,-106,0
441265,-111,1039,217,90,972,60,-97,990,-97,0
441281,-101,1000,227,72,1000,50,-97,990,-97,0
441296,-101,1019,207,90,981,70,-116,1000,-87,0
441312,-101,1019,217,72,981,90,-116,1000,-97,0
441328,-111,1009,217,81,990,50,-106,1009,-87,0
441343,-101,1000,217,81,981,80,-106,1009,-97,0
441359,-101,1019,237,72,990,80,-97,1009,-97,0
441375,-101,1009,227,81,981,80,-116,1000,-106,0
441390,-90,1000,217,100,990,60,-106,1009,-106,0
441406,-90,1019,217,90,981,60,-116,1009,-106,0
441421,-111,1000,198,81,990,60,-97,990,-106,0
441437,-121,1009,217,63,981,70,-116,1009,-67,0
441453,-101,1009,217,81,981,70,-97,1019,-106,0
441468,-90,1029,217,72,981,60,-106,1028,-116,0
441484,-101,1039,198,90,990,60,-116,1009,-97,0
441500,-101,1000,217,81,972,50,-106,1019,-126,0
441515,-111,1019,237,72,972,80,-97,1009,-77,0
441531,-101,1000,237,81,990,70,-106,1000,-126,0
441546,-111,1000,217,90,990,60,-106,1009,-87,0
441562,-101,1009,237,72,990,90,-116,1009,-97,0
441578,-101,1009,237,63,981,70,-116,1009,-106,0
441593,-111,1009,227,63,981,60,-106,1009,-116,0
441609,-121,1019,217,63,990,60,-106,1000,-106,0
441625,-111,1009,217,63,972,70,-106,990,-97,0
441640,-90,1009,217,90,962,60,-106,1000,-116,0
441656,-90,1000,217,90,981,70,-106,990,-97,0
441671,-101,1000,227,90,981,60,-116,1000,-97,0
441687,-80,1019,217,81,981,80,-126,1009,-77,0
441703,-121,1019,237,81,981,70,-106,1000,-97,0
441718,-101,1000,217,72,981,90,-106,1000,-87,0
441734,-80,1000,237,90,981,80,-116,1000,-97,0
441750,-111,1009,227,90,1000,60,-116,1019,-97,0
441765,-121,1019,237,72,990,80,-116,1000,-97,0
441781,-101,1019,237,72,990,70,-116,1019,-106,0
441796,-111,1019,217,81,1000,60,-116,1009,-97,0
441812,-111,1009,217,72,990,70,-116,1000,-106,0
441828,-111,1019,227,63,990,70,-116,1009,-87,0
441843,-111,1019,237,63,990,50,-116,1009,-106,0
441859,-90,1009,227,81,981,70,-106,1019,-87,0
441875,-90,1019,237,90,990,60,-116,1009,-106,0
441890,-101,1009,217,90,990,50,-126,1019,-126,0
441906,-111,1009,227,81,981,70,-106,990,-67,0
441921,-121,1009,217,63,972,80,-126,1000,-77,0
441937,-101,1019,227,81,981,80,-116,1009,-87,0
441953,-111,1019,227,72,972,90,-116,1009,-87,0
441968,-111,1019,217,81,990,80,-106,990,-97,0
441984,-90,1009,227,72,972,60,-116,1000,-116,0
442000,-101,1019,198,81,990,70,-106,1019,-126,0
442015,-101,1000,227,72,981,60,-126,1019,-97,0
442031,-90,1029,247,90,981,70,-106,1009,-106,0
442046,-101,1009,207,90,981,80,-106,1009,-87,0
442062,-80,1009,227,54,990,101,-116,1019,-97,0
442078,-111,1009,237,81,981,70,-97,990,-97,0
442093,-101,1009,217,100,990,70,-116,1009,-87,0
442109,-101,1019,237,100,990,70,-116,1000,-106,0
442125,-101,1009,237,72,990,80,-116,1009,-67,0
442140,-90,1019,227,90,972,60,-126,990,-87,0
442156,-111,1019,227,100,981,70,-116,1000,-87,0
442171,-111,1009,227,90,981,80,-97,980,-87,0
442187,-111,1029,227,100,981,60,-106,1000,-97,0
442203,-111,1019,207,90,972,70,-106,990,-87,0
442218,-111,1009,227,90,990,70,-116,1009,-67,0
442234,-90,1009,247,109,962,70,-116,1019,-106,0
442250,-90,1009,207,90,981,60,-116,1019,-106,0
442265,-101,1009,227,90,981,90,-116,1000,-97,0
442281,-111,1009,237,63,990,90,-116,1019,-77,0
442296,-90,1009,247,72,990,90,-116,1019,-77,0
442312,-101,1029,227,81,990,80,-97,1019,-97,0
442328,-101,1019,227,90,972,80,-106,1009,-97,0
442343,-90,1009,227,81,981,70,-106,990,-87,0
442359,-90,1009,227,81,990,60,-116,1000,-77,0
442375,-101,1009,217,90,981,60,-126,1009,-77,0
442390,-90,1009,227,90,990,60,-126,1009,-77,0
442406,-90,1009,237,81,981,70,-106,1009,-77,0
442421,-101,1019,227,90,981,70,-116,1009,-97,0
442437,-111,1019,237,100,990,70,-116,1009,-116,0
442453,-111,1019,237,90,972,70,-116,1009,-116,0
442468,-101,1000,247,100,990,70,-126,990,-87,0
442484,-80,1019,237,81,981,80,-116,1009,-97,0
442500,-111,1009,217,72,981,80,-106,1019,-106,0
442515,-80,1019,217,100,962,90,-116,1019,-106,0
442531,-101,1019,237,90,990,70,-116,1019,-67,0
442546,-101,1019,237,100,972,70,-106,1000,-87,0
442562,-90,1029,237,90,981,80,-126,1019,-87,0
442578,-90,1000,237,81,962,111,-126,1000,-77,0
442593,-101,1009,247,63,1000,90,-106,1009,-87,0
442609,-111,1009,237,72,990,60,-116,1009,-97,0
442625,-80,1009,237,81,990,60,-116,1028,-87,0
442640,-90,1019,227,90,990,50,-116,1019,-97,0
442656,-101,1019,227,81,981,90,-116,1009,-97,0
442671,-111,1000,237,72,990,80,-87,990,-77,0
442687,-101,1009,237,100,972,80,-116,1019,-116,0
442703,-80,1019,257,109,981,50,-106,1028,-97,0
442718,-111,1029,257,127,972,60,-116,1000,-97,0
442734,-101,1019,227,100,990,60,-116,990,-106,0
442750,-70,1009,217,100,962,80,-116,980,-106,0
