0,Minimum_A_F,Maximum_A_F,Median_A_F,Mean_A_F,ArmMean_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,TrimMean_A_F,AsymmetryCoefficient_A_F,ZCR_A_F,MCR_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,Median_A_V,Mean_A_V,ArmMean_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,TrimMean_A_V,AsymmetryCoefficient_A_V,ZCR_A_V,MCR_A_V,RangeA_V,Minimum_A_L,Maximum_A_L,Median_A_L,Mean_A_L,ArmMean_A_L,RMS_A_L,Variance_A_L,STD_A_L,Kurtosis_A_L,Skewness_A_L,TrimMean_A_L,AsymmetryCoefficient_A_L,ZCR_A_L,MCR_A_L,RangeA_L,Minimum_L_F,Maximum_L_F,Median_L_F,Mean_L_F,ArmMean_L_F,RMS_L_F,Variance_L_F,STD_L_F,Kurtosis_L_F,Skewness_L_F,TrimMean_L_F,AsymmetryCoefficient_L_F,ZCR_L_F,MCR_L_F,RangeL_F,Minimum_L_V,Maximum_L_V,Median_L_V,Mean_L_V,ArmMean_L_V,RMS_L_V,Variance_L_V,STD_L_V,Kurtosis_L_V,Skewness_L_V,TrimMean_L_V,AsymmetryCoefficient_L_V,ZCR_L_V,MCR_L_V,RangeL_V,Minimum_L_L,Maximum_L_L,Median_L_L,Mean_L_L,ArmMean_L_L,RMS_L_L,Variance_L_L,STD_L_L,Kurtosis_L_L,Skewness_L_L,TrimMean_L_L,AsymmetryCoefficient_L_L,ZCR_L_L,MCR_L_L,RangeL_L,Minimum_T_F,Maximum_T_F,Median_T_F,Mean_T_F,ArmMean_T_F,RMS_T_F,Variance_T_F,STD_T_F,Kurtosis_T_F,Skewness_T_F,TrimMean_T_F,AsymmetryCoefficient_T_F,ZCR_T_F,MCR_T_F,RangeT_F,Minimum_T_V,Maximum_T_V,Median_T_V,Mean_T_V,ArmMean_T_V,RMS_T_V,Variance_T_V,STD_T_V,Kurtosis_T_V,Skewness_T_V,TrimMean_T_V,AsymmetryCoefficient_T_V,ZCR_T_V,MCR_T_V,RangeT_V,Minimum_T_L,Maximum_T_L,Median_T_L,Mean_T_L,ArmMean_T_L,RMS_T_L,Variance_T_L,STD_T_L,Kurtosis_T_L,Skewness_T_L,TrimMean_T_L,AsymmetryCoefficient_T_L,ZCR_T_L,MCR_T_L,RangeT_L
0,121,161,141.0,136.9375,136.25172860986558,137.2761814736992,92.87109375,9.636964965693297,-0.5346721199998674,-0.05708009381704117,136.9375,12.555820264030096,0.0,0.33,40,1009,1039,1029.0,1026.65625,1026.6021327819283,1026.6832520305375,55.4443359375,7.44609534840241,-0.13647814875633069,-0.27348698565449275,1026.65625,138.19323442061162,0.0,0.42,30,79,138,108.0,104.859375,103.25566854170015,105.64452482263337,165.277099609375,12.856014141613839,-0.4027426084222925,0.05216405571497194,104.859375,8.400737492222653,0.0,0.27,59,27,81,54.0,56.8125,53.37451737451738,58.30496333932472,171.80859375,13.107577722447424,-0.19602576233936686,-0.006164457437013668,56.8125,6.179631486089393,0.0,0.33,54,953,990,972.0,974.09375,974.0319670110624,974.1244947387372,59.8974609375,7.739344994087032,0.26745590963019517,-0.5805593763349353,974.09375,124.29992470098973,0.0,0.45,37,131,202,166.0,166.640625,165.36290171782346,167.2697578015823,210.073974609375,14.493928887964609,-0.27513934885451485,-0.00038449446935889554,166.640625,13.177931358460132,0.0,0.23,71,38,87,67.0,65.46875,63.82111781922472,66.21296134443769,97.9990234375,9.899445612634073,0.013510976289865972,-0.280832143948853,65.46875,6.7680557701627135,0.0,0.33,49,990,1038,1019.0,1014.875,1014.7859357079649,1014.91940874633,90.140625,9.494241675879122,0.12760457722867757,-0.27460058148667166,1014.875,107.32821375179977,0.0,0.44,48,-87,-9,-48.0,-46.640625,38.86568321280449,49.390820250325866,264.105224609375,16.251314550194856,-0.22993722965493735,0.014833974739251979,-46.640625,-1.7844710291237509,0.0,0.3,78
0,111,161,141.0,143.96875,143.15245666332254,144.35546404622167,111.4990234375,10.559309799295596,0.3499570825615681,-0.5338911352509073,143.96875,12.406113892854902,0.0,0.44,50,1000,1049,1029.0,1024.484375,1024.3906370229877,1024.5311656435836,95.874755859375,9.79156554690694,-0.24509981221214172,-0.15600010233992656,1024.484375,104.06915984154263,0.0,0.45,49,39,108,79.0,76.484375,74.15477433503712,77.5128013620976,158.374755859375,12.584703248760974,0.2249355367905279,-0.2437874443268229,76.484375,7.072077763038433,0.0,0.48,69,27,81,54.0,51.609375,49.334511589966695,52.73118740366084,117.050537109375,10.818989652891577,-0.18719635162547066,0.3588707077991112,51.609375,4.9912239250148,0.0,0.41,54,962,1000,981.0,978.171875,978.1163470701326,978.1997255801087,54.486083984375,7.381468958437406,0.05660757415653084,0.4293954444591127,978.171875,132.90037599882683,0.0,0.52,38,121,171,141.0,144.4375,143.41573747336446,144.94740425409486,147.55859375,12.147369828485507,-0.7206021932258517,0.10470765159822663,144.4375,12.430674469621064,0.0,0.45,50,38,77,58.0,54.046875,52.01792124326604,55.008664090304904,104.888427734375,10.24150514984858,-0.6956097898634166,0.004378160071162995,54.046875,6.542007158097323,0.0,0.39,39,980,1038,1009.0,1012.390625,1012.2869008595529,1012.4423826198704,104.800537109375,10.237213346872037,0.29925861558532896,-0.17349646016751583,1012.390625,98.56197832472625,0.0,0.5,58,-77,-19,-58.0,-54.640625,50.18071877794923,56.504839394515585,207.198974609375,14.39440775472805,-0.6636160266708293,0.0904508723268544,-54.640625,-4.6545853877171774,0.0,0.47,58
0,131,161,151.0,146.3125,145.74757861288643,146.5895630664066,81.15234375,9.008459565874734,-0.7462541325096552,-0.22166288704885376,146.3125,15.651954584347264,0.0,0.41,30,1009,1039,1029.0,1026.65625,1026.5776790966277,1026.695427086339,80.4443359375,8.969076649103853,-0.6643092375673816,-0.3026648714421708,1026.65625,113.61258687668966,0.0,0.58,30,39,99,69.0,64.78125,62.273133032474426,65.94789609987569,152.5146484375,12.34968211888468,-0.019159149969702582,0.044317959347627084,64.78125,5.587188345073898,0.0,0.44,60,36,81,54.0,55.125,53.106980828333086,56.11483761002967,110.109375,10.493301434724916,-0.11494252873563227,0.2883613024736138,55.125,5.146140167221415,0.0,0.3,45,962,1000,981.0,976.8125,976.7409288400136,976.8482961801183,69.93359375,8.362630791204404,-0.10639598674654227,0.052847494839532064,976.8125,117.3075823258621,0.0,0.48,38,101,161,136.0,135.21875,133.7662050698922,135.91955341303915,190.0146484375,13.784580096524522,-0.6490056333223051,-0.1772754244646444,135.21875,9.503372542557807,0.0,0.52,60,29,67,48.0,48.328125,46.04158108986447,49.35854156070659,100.657958984375,10.032844012760041,-0.6855482923182152,-0.1423848217315847,48.328125,6.6780665497029155,0.0,0.38,38,971,1038,1009.0,1012.625,1012.4913611936947,1012.6915250953767,134.734375,11.607513730338638,1.6439327281278988,-0.3403457742534464,1012.625,86.92645328196079,0.0,0.44,67,-77,-19,-58.0,-52.8125,48.95630971520529,54.32914733363666,162.49609375,12.747395567330607,-0.43215055039619665,0.38049198615656105,-52.8125,-2.2749745112109045,0.0,0.44,58
0,121,161,151.0,146.15625,145.63806284375903,146.40184425067875,71.8505859375,8.476472493761777,0.8964612378653469,-0.741581646945493,146.15625,17.814014038401915,0.0,0.56,40,1000,1039,1029.0,1024.796875,1024.7033923246854,1024.843456033652,95.474365234375,9.77109846610784,-0.5771106543125204,-0.34484532102580306,1024.796875,105.31057522029921,0.0,0.58,39,49,108,79.0,77.421875,75.713118195501,78.2231383607178,124.712646484375,11.167481653639507,-0.055595099146089844,-0.1186020295233769,77.421875,5.283196501224765,0.0,0.33,59,27,81,54.0,55.828125,53.959851301115236,56.66472116758363,94.111083984375,9.70108674244154,0.9807902930053984,0.03931136315144381,55.828125,5.566386677458927,0.0,0.33,54,953,990,981.0,977.390625,977.3183126638783,977.4266676457114,70.456787109375,8.393854127239464,-0.053811558439036844,-0.3476650975954501,977.390625,115.79901023603651,0.0,0.55,37,121,181,151.0,148.34375,147.36757926064269,148.81952156891245,141.3818359375,11.890409410003508,-0.06321070384704575,-0.14588581917279103,148.34375,11.01728254115359,0.0,0.48,60,29,67,58.0,52.890625,51.26983281668244,53.61217795426707,76.847412109375,8.766265573742048,-0.30876613902688677,-0.31620696542654836,52.890625,5.475535688055853,0.0,0.44,38,980,1038,1019.0,1015.0,1014.8860266333219,1015.0566486654822,115.0,10.723805294763608,0.4928638941398864,-0.5351766725553105,1015.0,95.02223995968798,0.0,0.53,58,-77,-19,-48.0,-47.65625,42.947109814936866,49.605317255310446,189.5693359375,13.768418062272078,-0.7442788160477503,0.07679286895744938,-47.65625,-4.212539141219887,0.0,0.5,58
0,121,161,141.0,142.875,142.2918845387893,143.1686068941093,83.984375,9.164298936634488,-0.34003244997295834,0.23029204207235526,142.875,15.385792298453882,0.0,0.42,40,1000,1049,1029.0,1024.96875,1024.8673567944195,1025.019374816886,103.7802734375,10.18726034994198,-0.1901279625407981,-0.12206521317037983,1024.96875,100.026892903135,0.0,0.56,49,59,108,89.0,88.4375,87.0608094961155,89.09282378508384,116.33984375,10.786094925875629,-0.14059097805072795,-0.1154257363349396,88.4375,8.251364429075323,0.0,0.36,49,27,72,54.0,50.203125,48.40336134453781,50.998621304894115,80.505615234375,8.972492141783965,0.4809715971860564,-0.12124844278296454,50.203125,5.015328995434799,0.0,0.44,45,953,990,981.0,975.9375,975.8515190020137,975.9801323541376,83.21484375,9.122217041377606,0.508340231310755,-0.8725627052369649,975.9375,105.45681994151742,0.0,0.52,37,131,191,151.0,156.15625,155.189363287676,156.64569895148733,153.1005859375,12.373382154346482,0.13512987686520805,0.33534148321554097,156.15625,13.819988574419943,0.0,0.52,60,38,67,58.0,56.5625,55.590478804752756,57.00822309105941,50.62109375,7.114850226814335,-0.15840506223331996,-0.39437467380939134,56.5625,6.746452626521688,0.0,0.39,29,990,1028,1009.0,1013.234375,1013.1535181943094,1013.2746959117256,81.710693359375,9.0393967364739,-0.16780944599506364,-0.2800596059931972,1013.234375,112.72876163166313,0.0,0.56,38,-67,-19,-48.0,-43.578125,40.12023225431231,45.05950926275163,131.306396484375,11.45890031741157,-0.2510447586234221,-0.045792327223655435,-43.578125,-5.061567724074723,0.0,0.55,48
0,121,161,141.0,143.1875,142.81941146915256,143.36709873607683,51.46484375,7.173900177030623,0.40071436544257155,-0.35063457745890597,143.1875,21.04852259911163,0.0,0.48,40,1009,1049,1029.0,1026.34375,1026.282175112281,1026.3745661307084,63.2568359375,7.953416620390258,0.13489588771868766,0.1385279565370483,1026.34375,128.12103887373118,0.0,0.42,40,59,108,79.0,80.21875,79.09184010184778,80.79971379899807,93.5458984375,9.671912863415386,0.9845288091199493,0.6005063393962281,80.21875,9.201902587092988,0.0,0.33,49,27,72,54.0,52.59375,50.743576297850026,53.434539391670626,89.1474609375,9.441793311521916,0.2659210206207403,-0.009990930221013343,52.59375,5.719252499851193,0.0,0.45,45,944,1000,972.0,974.609375,974.4803479882189,974.6738476921395,125.675537109375,11.210510118160324,0.17152225935432375,-0.02712158856582155,974.609375,85.81233055948277,0.0,0.45,56,121,171,151.0,148.8125,147.84756473067785,149.29961486889374,145.21484375,12.050512177911775,-0.427939248424702,0.26483595301311585,148.8125,14.190268220585498,0.0,0.44,50,38,77,58.0,55.359375,53.93654823515464,56.07486625039778,79.730224609375,8.929178271788228,0.42980682793223046,0.4319853145322796,55.359375,6.495558520009754,0.0,0.41,39,990,1028,1014.0,1012.40625,1012.3080366768326,1012.4551687605729,99.0537109375,9.952573081243864,-0.6051059973107504,-0.3744030679440042,1012.40625,103.28987203694277,0.0,0.45,38,-77,-29,-48.0,-50.203125,47.86771551539631,51.23490631395748,104.661865234375,10.230438174114294,0.47259820905058136,0.040208137397129126,-50.203125,-5.669356386587165,0.0,0.48,48
0,121,161,151.0,148.03125,147.420353821477,148.323126989691,86.4990234375,9.300485118395706,0.46564297873733684,-0.5442354022950482,148.03125,15.160499501376751,0.0,0.44,40,1009,1049,1029.0,1024.9375,1024.8651737501284,1024.9736581981022,74.12109375,8.609360821222444,-0.0008436313643391813,0.002582445090025948,1024.9375,118.35954156876795,0.0,0.52,40,59,99,74.0,74.9375,73.46073751448546,75.6785967100342,111.62109375,10.565088440235604,-0.7210798125299953,0.22995187934300343,74.9375,9.370484739434161,0.0,0.53,40,36,72,54.0,54.5625,53.6943735434469,54.975562752917774,45.24609375,6.726521667994536,-0.0034231502762969157,-0.10175252429456909,54.5625,5.351948864045381,0.0,0.41,36,953,990,981.0,977.0625,976.9804735604442,977.1033562269654,79.83984375,8.935314418082891,-0.36813549803305756,-0.4027860785861729,977.0625,109.7890856548591,0.0,0.52,37,121,171,141.0,142.40625,141.39226093749994,142.91955779388627,146.4599609375,12.102064325457041,-0.17365982622930343,0.31098793683370485,142.40625,12.477210163423702,0.0,0.47,50,29,67,58.0,56.640625,55.086671543440694,57.29624224152924,74.698974609375,8.64285685461555,0.17236243365807447,-0.6198038325628311,56.640625,6.7107440254579975,0.0,0.44,38,990,1028,1014.0,1014.125,1014.0522296375192,1014.1613222264,73.671875,8.583232200051446,-0.2899261736588965,-0.18804698087614413,1014.125,117.55478314963356,0.0,0.38,38,-87,-29,-58.0,-55.25,52.75519506523537,56.405064045704265,128.96875,11.35644090373388,-0.13696109276767476,-0.057080485527490434,-55.25,-4.226676333446872,0.0,0.53,58
0,131,171,151.0,153.65625,153.03661236197655,153.96346969330094,94.5068359375,9.721462643938926,-0.8023152506623283,-0.04078168565854304,153.65625,14.50399031136634,0.0,0.47,40,1000,1049,1029.0,1025.109375,1025.0076456705958,1025.1602237577304,104.253662109375,10.21046826102383,-0.1893829815624093,-0.010897509018199384,1025.109375,101.75831053372441,0.0,0.59,49,59,99,79.0,77.28125,76.06973963822459,77.85643839786148,89.2333984375,9.4463431251199,-0.545115680223669,-0.20812887542880495,77.28125,6.245803187384338,0.0,0.36,40,27,72,54.0,54.703125,53.192612137203156,55.37697513407535,74.177490234375,8.61263549875269,0.34603394839844004,-0.15631289585277833,54.703125,6.269857816207415,0.0,0.38,45,962,1000,981.0,978.25,978.1823517980592,978.2837810420859,66.09375,8.12980627075455,0.014898646949348837,-0.1345630627314,978.25,119.5600445605435,0.0,0.55,38,121,171,141.0,142.25,141.12183350905735,142.8255054253266,164.0625,12.808688457449499,-0.22585034013605432,0.39036002917941326,142.25,13.350312997935934,0.0,0.53,50,29,77,58.0,54.703125,52.88990200138899,55.496762292948226,87.458740234375,9.351937779646258,-0.05498988455992393,-0.34111725490614375,54.703125,6.2019232127733295,0.0,0.3,48,980,1038,1019.0,1014.421875,1014.2980081478337,1014.4834969702563,125.025146484375,11.181464415915073,0.43531401556359883,-0.4284672664343385,1014.421875,91.9378680431878,0.0,0.52,58,-87,-29,-58.0,-53.484375,49.71995307731817,55.16919996701058,183.062255859375,13.530050105575182,-0.35468479307847556,-0.06004962011310548,-53.484375,-4.951940272001804,0.0,0.55,58
0,131,171,151.0,154.75,154.29647767283572,154.9770144247204,70.3125,8.38525491562421,0.2162962962962962,0.15900927839998505,154.75,19.200370366798197,0.0,0.45,40,1009,1039,1029.0,1025.40625,1025.3441722813452,1025.4372847717211,63.6474609375,7.977935882012339,-0.5235589938216267,-0.0034708067133195713,1025.40625,128.98073075769656,0.0,0.45,30,59,108,89.0,89.328125,87.65019838485188,90.12413314423613,142.845458984375,11.951797311884727,-0.6274472367796644,-0.14890933757230404,89.328125,6.609884516820188,0.0,0.34,49,27,72,54.0,52.453125,50.44729433844229,53.351575656207196,95.060302734375,9.749887319060411,-0.34486173581286117,-0.17140466291322828,52.453125,5.538525547308986,0.0,0.42,45,962,1000,972.0,976.21875,976.1359566557361,976.2602112142029,80.9521484375,8.997341187123006,-0.44574881659057475,0.1854210543802229,976.21875,110.03250620493174,0.0,0.64,38,131,181,151.0,151.78125,150.7951890061161,152.26744563431805,147.8271484375,12.158418829662844,-0.6178800030821243,-0.045245483827611496,151.78125,10.774427319480049,0.0,0.59,50,29,67,48.0,51.390625,49.58796900954821,52.17383803210188,81.113037109375,9.006277650026952,-0.2935378738604384,-0.40044516755372567,51.390625,6.439952470244622,0.0,0.55,38,990,1038,1019.0,1014.609375,1014.5179687968048,1014.6550137238766,92.613037109375,9.623566756113608,-0.40344351909948184,-0.13115460324264946,1014.609375,104.84678140347579,0.0,0.52,48,-77,-19,-48.0,-44.25,40.760784507096965,45.797106895523434,139.3125,11.803071634112877,-0.17056336182718068,-0.12885301555040754,-44.25,-2.4569875451899392,0.0,0.52,58
0,141,171,161.0,156.9375,156.50017678982618,157.15358729599524,67.87109375,8.238391454040043,-0.5071497334506496,-0.1332810644965592,156.9375,19.542649909048308,0.0,0.42,30,1000,1039,1024.0,1023.234375,1023.13782272059,1023.2825779690573,98.648193359375,9.932179688234351,-0.7977214990237296,-0.14223357606594225,1023.234375,102.59580796822537,0.0,0.42,39,59,108,89.0,85.515625,84.02848503235327,86.21675083764175,120.406005859375,10.972967049042616,-0.15171194156736423,-0.16750691714580732,85.515625,8.110841817187922,0.0,0.48,49,36,72,54.0,54.0,52.522796352583576,54.69860601514448,75.9375,8.714212528966687,-0.22666666666666657,0.0,54.0,5.163977794943223,0.0,0.14,36,953,990,981.0,976.046875,975.9469360232838,976.0964908117435,96.857177734375,9.841604428871086,-0.06365032459990161,-0.6845921220661023,976.046875,99.67886914070259,0.0,0.47,37,121,181,151.0,151.15625,150.1607539881488,151.64638142731926,148.4130859375,12.182490957825497,-0.28255154800771054,-0.02983751276622449,151.15625,12.3948378474276,0.0,0.53,60,38,67,58.0,55.640625,54.54037710659871,56.14865871060501,56.792724609375,7.5360947850577755,-0.38702498557796483,-0.3071489061513023,55.640625,6.369346640274776,0.0,0.56,29,1000,1038,1009.0,1013.28125,1013.2039218561233,1013.3199920311451,78.5146484375,8.860849193926054,-0.3905141581096552,0.24621521874919164,1013.28125,116.01596839100644,0.0,0.55,38,-77,-19,-48.0,-45.15625,41.38565073501504,46.68009479424822,139.9443359375,11.829807096377355,0.027852579005872347,0.123173323077863,-45.15625,-1.606112411234362,0.0,0.42,58
