0,Minimum_A_F,Maximum_A_F,Median_A_F,Mean_A_F,ArmMean_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,TrimMean_A_F,AsymmetryCoefficient_A_F,ZCR_A_F,MCR_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,Median_A_V,Mean_A_V,ArmMean_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,TrimMean_A_V,AsymmetryCoefficient_A_V,ZCR_A_V,MCR_A_V,RangeA_V,Minimum_A_L,Maximum_A_L,Median_A_L,Mean_A_L,ArmMean_A_L,RMS_A_L,Variance_A_L,STD_A_L,Kurtosis_A_L,Skewness_A_L,TrimMean_A_L,AsymmetryCoefficient_A_L,ZCR_A_L,MCR_A_L,RangeA_L,Minimum_L_F,Maximum_L_F,Median_L_F,Mean_L_F,ArmMean_L_F,RMS_L_F,Variance_L_F,STD_L_F,Kurtosis_L_F,Skewness_L_F,TrimMean_L_F,AsymmetryCoefficient_L_F,ZCR_L_F,MCR_L_F,RangeL_F,Minimum_L_V,Maximum_L_V,Median_L_V,Mean_L_V,ArmMean_L_V,RMS_L_V,Variance_L_V,STD_L_V,Kurtosis_L_V,Skewness_L_V,TrimMean_L_V,AsymmetryCoefficient_L_V,ZCR_L_V,MCR_L_V,RangeL_V,Minimum_L_L,Maximum_L_L,Median_L_L,Mean_L_L,ArmMean_L_L,RMS_L_L,Variance_L_L,STD_L_L,Kurtosis_L_L,Skewness_L_L,TrimMean_L_L,AsymmetryCoefficient_L_L,ZCR_L_L,MCR_L_L,RangeL_L,Minimum_T_F,Maximum_T_F,Median_T_F,Mean_T_F,ArmMean_T_F,RMS_T_F,Variance_T_F,STD_T_F,Kurtosis_T_F,Skewness_T_F,TrimMean_T_F,AsymmetryCoefficient_T_F,ZCR_T_F,MCR_T_F,RangeT_F,Minimum_T_V,Maximum_T_V,Median_T_V,Mean_T_V,ArmMean_T_V,RMS_T_V,Variance_T_V,STD_T_V,Kurtosis_T_V,Skewness_T_V,TrimMean_T_V,AsymmetryCoefficient_T_V,ZCR_T_V,MCR_T_V,RangeT_V,Minimum_T_L,Maximum_T_L,Median_T_L,Mean_T_L,ArmMean_T_L,RMS_T_L,Variance_T_L,STD_T_L,Kurtosis_T_L,Skewness_T_L,TrimMean_T_L,AsymmetryCoefficient_T_L,ZCR_T_L,MCR_T_L,RangeT_L
0,-454,-414,-434.0,-431.5,431.3033833695314,431.5977583352351,84.375,9.185586535436919,0.22633744855967075,0.21168429875904007,-431.5,-47.24793548301774,0.0,0.22,40,892,931,911.0,912.75,912.6672524088438,912.791306241465,75.40625,8.683677216479204,-0.2351819274275666,-0.15265790751106792,912.75,106.06105881644221,0.0,0.33,39,217,287,257.0,256.21875,255.54792696230066,256.5375216220816,163.4521484375,12.784840571454147,1.45664764928293,-0.840814025294248,256.21875,20.10193232865389,0.0,0.28,70,-972,-945,-958.5,-957.9375,957.890185511317,957.9611161211085,45.24609375,6.726521667994536,-0.41654848647855625,0.23508341819779754,-957.9375,-141.8266448972026,0.0,0.44,27,120,157,138.0,139.328125,138.6503981566096,139.6642737961287,93.782958984375,9.684160210590022,-0.5450337806693493,0.004893087230586413,139.328125,13.32072138366043,0.0,0.47,37,80,121,101.0,103.40625,101.79896831174108,104.15943308217456,156.3349609375,12.50339797565046,-0.7584884135768446,-0.35110893160232914,103.40625,8.077804145456364,0.0,0.48,41,9,58,29.0,33.875,28.777150629037738,35.71326784263798,127.921875,11.310255302158303,-0.17818030828754905,0.08426023446772501,33.875,5.128089371150802,0.0,0.34,49,980,1038,1009.0,1012.375,1012.251054564812,1012.4368498825,125.234375,11.190816547508945,0.19004058594128503,-0.15247608344621502,1012.375,92.75462568735048,0.0,0.48,58,-77,0,-48.0,-52.1875,0.0,54.25230409853576,219.77734375,14.824889333482393,0.7412944787108722,0.5987171400978287,-52.1875,0.0,0.0,0.38,77
0,-454,-414,-434.0,-433.0625,432.8626563314939,433.1624983767639,86.62109375,9.307045382397144,-0.6168900909924004,-0.07063601817988485,-433.0625,-45.55688541090939,0.0,0.61,40,882,931,911.0,908.78125,908.6461467448041,908.8484128280139,122.0771484375,11.048852810925666,-0.04633771217492155,-0.44898396082021175,908.78125,82.45199891695154,0.0,0.47,49,237,287,262.0,262.15625,261.555952202105,262.4540435962075,156.2255859375,12.499023399350047,-0.5511973822093479,-0.08351566696981737,262.15625,20.561606438256934,0.0,0.41,50,-972,-945,-954.0,-958.078125,958.0412851397147,958.0965259956848,35.259521484375,5.937972843014272,-0.2703988469652785,0.15372923402630334,-958.078125,-162.1765584753257,0.0,0.58,27,120,157,138.0,135.9375,135.48009393791986,136.16855363849615,62.87109375,7.929129444649015,-0.32389979464311835,0.2837961350589529,135.9375,17.404180492113106,0.0,0.44,37,80,131,101.0,104.34375,102.59603435999574,105.18198514954925,175.6318359375,13.252616192190128,-0.722753121265169,-0.12770969506893168,104.34375,8.375704720507425,0.0,0.47,51,29,67,48.0,51.0625,49.336843772132376,51.83507499753425,79.49609375,8.916058195749958,-0.1747964228236687,-0.20161881398696926,51.0625,5.383544941741216,0.0,0.48,38,990,1028,1009.0,1013.828125,1013.7474645948273,1013.8684039977772,81.673583984375,9.037343856707844,-0.5491080550113576,-0.12734019020445164,1013.828125,111.64784874828942,0.0,0.5,38,-67,-9,-48.0,-46.640625,40.81492253339491,48.51884298909033,178.730224609375,13.369002378987558,-0.3451808510839629,0.39423151309457416,-46.640625,-3.590395052621351,0.0,0.5,58
0,-454,-414,-434.0,-432.75,432.58000436552777,432.83484148113587,73.4375,8.569568250501305,-0.37935717519239454,0.055863188233236216,-432.75,-50.644325048068985,0.0,0.31,40,892,931,911.0,910.125,910.0290660339145,910.1730261329436,87.421875,9.349966577480371,-0.34000196460359344,0.13942502276840876,910.125,96.36398082642147,0.0,0.39,39,247,277,267.0,263.875,263.47139527644003,264.0755100345354,105.859375,10.288798520721455,-1.173050475892213,-0.12238796295941318,263.875,25.95055189993922,0.0,0.42,30,-972,-945,-954.0,-958.640625,958.5984539734965,958.6617381146491,40.480224609375,6.362407139548286,-0.26881857205690673,-0.21009776626536222,-958.640625,-151.35780827574806,0.0,0.58,27,120,157,138.0,136.34375,135.89918602372214,136.56465959390812,60.2880859375,7.764540291446751,0.016759542042843023,0.02004028340061581,136.34375,16.613990675288733,0.0,0.42,37,80,131,101.0,102.546875,100.94645167539618,103.3639655537654,168.247802734375,12.971037072430832,-0.3874000132327189,0.3803422201273717,102.546875,7.786578624053854,0.0,0.48,51,29,67,58.0,52.03125,50.34569915910727,52.7360763614435,73.8427734375,8.593181799397707,0.0875616542906652,-0.6310891014387465,52.03125,4.422110562430253,0.0,0.52,38,990,1038,1019.0,1015.53125,1015.4158665283948,1015.5888839732345,117.0615234375,10.819497374531776,-0.0798573080104541,-0.07090972288912602,1015.53125,94.1818242313773,0.0,0.44,48,-67,0,-38.0,-39.546875,0.0,41.2433706794195,137.060302734375,11.707275632459288,1.0053227888134453,0.15725075288394885,-39.546875,-4.9541842031284125,0.0,0.52,67
0,-444,-424,-434.0,-433.84375,433.7537532276463,433.88873861855416,39.0380859375,6.248046569728814,-0.43945148644732246,-0.010979041242739507,-433.84375,-71.0622104116729,0.0,0.16,20,882,941,911.0,913.40625,913.2290974873781,913.4946291577198,161.4599609375,12.70668961364446,-0.03463331900312161,-0.12933494821421476,913.40625,72.48150604159159,0.0,0.16,59,227,287,267.0,264.65625,264.206388142845,264.87308281514754,114.8193359375,10.715378478499954,1.8087711351312397,-0.743032339620945,264.65625,23.050982333064315,0.0,0.23,60,-972,-936,-954.0,-957.09375,957.0217461142771,957.1297423808331,68.8974609375,8.30044944189771,-0.4186512461098202,0.014704984373254966,-957.09375,-116.01781406427456,0.0,0.55,36,120,157,138.0,135.390625,134.7998315618314,135.68996140098204,81.144287109375,9.008012383948802,-0.41286731212582817,0.31528723601071185,135.390625,16.429817554837985,0.0,0.56,37,70,131,101.0,101.390625,99.32082350685826,102.43130319877805,212.113037109375,14.564100971545583,-0.7349475741066103,0.2568025345561175,101.390625,8.994719293414642,0.0,0.3,61,38,97,67.0,67.578125,62.91332736721852,69.82578767905164,308.837646484375,17.57377724009198,-1.0156352553285821,0.18949888852136934,67.578125,3.3003718669929167,0.0,0.05,59,990,1047,1014.0,1014.84375,1014.7451931501431,1014.8931594015205,100.2880859375,10.014393937603014,0.3916217890839109,0.2943970145817452,1014.84375,101.7535365943375,0.0,0.5,57,-58,9,-29.0,-33.5625,27.84549582154373,36.183991626132126,182.83984375,13.521828417414563,0.2096787394147115,0.22365104561320168,-33.5625,-2.810270832238957,0.03,0.42,67
0,-454,-393,-434.0,-431.953125,431.65673728705264,432.09983293794505,126.763427734375,11.25892658002418,0.9138869957746429,0.301658557896587,-431.953125,-38.54719159195973,0.0,0.39,61,892,950,911.0,915.6875,915.5406290175622,915.7615171265934,135.55859375,11.642963271865113,0.481171342504255,0.6520595059237523,915.6875,79.10357341979855,0.0,0.38,58,237,287,257.0,260.28125,259.82345266558724,260.5095967522118,118.9208984375,10.905085897758898,0.22704309472208895,0.04601136179038432,260.28125,23.566985387324277,0.0,0.48,50,-1100,-863,-963.0,-956.484375,955.20013094134,957.1217676581177,1219.718505859375,34.924468583779124,4.467593453767813,-0.029308838974212253,-956.484375,-27.57379107114807,0.0,0.36,237,101,185,138.0,136.34375,134.1798492400419,137.4344161773171,298.6005859375,17.280063250390608,0.0200141369058775,0.3313445314281532,136.34375,7.4652504525458845,0.0,0.33,84,60,191,111.0,108.828125,103.23472737374146,111.64991323328469,622.142333984375,24.942781199865724,1.1426277459942895,0.6417161322502126,108.828125,4.0492677697282495,0.0,0.27,131,29,145,106.0,94.75,83.03418121408275,98.25,675.5,25.990382836734053,0.2715540216529577,-0.8948046249618754,94.75,3.347392015982032,0.0,0.09,116,990,1047,1019.0,1017.609375,1017.4420857662313,1017.6932939864545,170.800537109375,13.06906795105814,-0.1261218933150623,0.2816642915268685,1017.609375,77.97036512596114,0.0,0.44,57,-77,58,-9.0,-11.0625,0.0,30.340772897208797,798.18359375,28.25214317091714,0.3674279865003687,-0.21578041601355044,-11.0625,0.0,0.12,0.23,135
0,-717,-111,-333.0,-345.390625,313.06620364656453,360.8607115287005,10925.769287109375,104.52640473636016,2.4814529828361254,-1.040076394375364,-345.390625,-3.9607217051443033,0.0,0.11,606,843,1029,931.0,933.0625,931.5437045804852,933.818672173565,1411.68359375,37.57237806886862,0.9387796146871823,0.02324876285701408,933.0625,24.778841474806715,0.0,0.31,186,79,465,326.0,310.046875,276.25098328278665,318.78869863124066,5497.169677734375,74.14290038658034,2.2173188013821328,-1.362240741677907,310.046875,3.3314046080224067,0.0,0.17,386,-981,-918,-954.0,-953.4375,953.2563777836594,953.5275953007338,171.80859375,13.107577722447424,-0.1393730350111415,0.3466321835736147,-953.4375,-72.78232639171952,0.0,0.17,63,129,268,166.0,175.875,167.40934597141572,180.91512167312052,1798.265625,42.40596213977464,-0.30255358348726524,1.0204236338082848,175.875,3.2542593785547673,0.0,0.05,139,30,181,111.0,106.609375,92.76073838185128,111.06466303464842,969.800537109375,31.14162065643622,0.09226341890474332,-0.5137334390588353,106.609375,3.8854753686363535,0.0,0.16,151,-291,58,-116.0,-111.8125,0.0,150.97267964767664,10290.71484375,101.44316065536404,-1.1244655054766657,-0.01850858767377793,-111.8125,0.5717487470352504,0.02,0.08,349,923,1076,1009.0,1008.546875,1007.5492454823733,1009.0413844957004,997.716552734375,31.586651496073067,0.16484945157328568,-0.2002825011909938,1008.546875,32.260462940387484,0.0,0.31,153,-223,-77,-126.0,-133.484375,121.5882103959143,139.55996694969514,1658.906005859375,40.72966984716884,-1.0031394174990111,-0.4047957485013019,-133.484375,-1.8905137284178684,0.0,0.17,146
0,-363,-212,-287.0,-286.8125,282.2699580253766,288.97815661395583,1246.96484375,35.31238938035771,-0.8105170244068791,0.20648816372555664,-286.8125,-9.146931308467806,0.0,0.11,151,911,980,941.0,943.578125,943.1907151466571,943.7728391276155,367.493896484375,19.170130319963267,-0.7030156953585203,0.2861970698616974,943.578125,47.5218469981557,0.0,0.36,69,297,376,341.0,341.171875,340.1617090784775,341.6686305837865,339.204833984375,18.41751432697624,-0.5566059536671619,-0.21510029414478402,341.171875,17.70054276664826,0.0,0.31,79,-963,-636,-854.0,-832.125,819.7147791823644,837.8703099227231,9594.640625,97.95223644715827,-1.066618123286189,0.5191959225422879,-832.125,-9.46379616865699,0.0,0.05,327,250,768,453.0,473.734375,414.98380815807866,502.4877019639386,28069.632568359375,167.53994320268637,-1.4407844449256135,0.20646478009561722,473.734375,1.65333707714638,0.0,0.02,518,-30,141,50.0,52.5,0.0,66.8077933328141,1707.03125,41.31623470259603,-0.7054319006749785,0.15227639835709253,52.5,2.178320474937786,0.05,0.2,171,-300,0,-203.0,-204.140625,0.0,210.37856503218194,2585.745849609375,50.85022959249422,2.2326998784879244,0.9809388865277124,-204.140625,-4.955729836806806,0.0,0.23,300,580,1085,980.0,976.59375,968.2089207778032,979.8690760759827,6408.0537109375,80.05031986780253,7.7950959491398475,-2.0936252695284465,976.59375,13.079273158796203,0.0,0.11,505,-310,-58,-155.0,-158.203125,149.6054268032162,162.20323863906046,1281.661865234375,35.800305379065904,4.547980276413074,-0.9781646301832296,-158.203125,-5.418948189012957,0.0,0.36,252
0,-252,-111,-181.0,-182.984375,177.72766546442713,185.66918666003792,989.765380859375,31.460536881295827,-0.034477735248182206,-0.49217343129223096,-182.984375,-6.738600831889807,0.0,0.16,141,950,1019,980.0,984.6875,984.3939166633254,984.8341389543724,288.80859375,16.994369471975123,-0.9186846484432771,-0.037245458074709886,984.6875,56.489297916177804,0.0,0.27,69,257,336,297.0,293.8125,292.56322227357407,294.43706882795857,367.40234375,19.167742270544018,-0.5409313810776628,0.10758445652429409,293.8125,17.529451056755246,0.0,0.27,79,-700,-381,-509.0,-518.203125,509.9289681927232,522.3821188794655,4348.599365234375,65.94391075174701,-0.039606686354825005,-0.34168105002244464,-518.203125,-9.235121075737325,0.0,0.08,319,740,935,842.0,836.84375,834.0603728177929,838.2091214309231,2287.0693359375,47.82331372811278,-0.5813810811113873,-0.23935086936962327,836.84375,16.05911301684922,0.0,0.08,195,-10,111,70.0,64.015625,0.0,69.97399070368932,798.359130859375,28.255249615945264,0.06478513652283668,-0.6649865312238422,64.015625,1.06174960079171,0.06,0.22,121,-669,194,38.0,23.90625,42.50130254742339,124.97137172168672,15046.3349609375,122.66350297027026,13.498389860646231,-2.792914344117802,23.90625,-5.453945010539479,0.11,0.11,863,742,1552,980.0,1005.140625,992.7621866290201,1012.2759860211048,14394.995849609375,119.97914756160495,6.078399245369889,1.8327521964477498,1005.140625,8.093073002551769,0.0,0.25,810,-728,524,-87.0,-79.296875,0.0,145.197010558069,14794.177490234375,121.63131788414682,19.186875268814042,-0.45114649179646193,-79.296875,4.3081009818466915,0.11,0.38,1252
0,-191,-131,-161.0,-159.4375,158.52519929383337,159.88980580387232,144.43359375,12.018052826893381,-0.31366240278023483,-0.03217353855682857,-159.4375,-12.564431374615026,0.0,0.34,60,970,1009,990.0,993.625,993.5296113171195,993.672544151241,94.484375,9.720307351107783,-0.45365616107483264,-0.3051743308689548,993.625,101.84863134879926,0.0,0.53,39,257,306,282.0,280.578125,280.1055599566598,280.8125208657905,131.587646484375,11.471165872934407,-0.7304084052421218,-0.13398379344861042,280.578125,24.147501925115254,0.0,0.53,49,-500,-409,-463.0,-459.078125,458.4007111096383,459.4098626226912,304.697021484375,17.455572791643792,0.18749585534822133,0.45508248203672713,-459.078125,-24.462101879831202,0.0,0.31,91,842,925,870.0,871.5,871.2951414846988,871.6039094680565,181.125,13.45826883369477,2.9297437941780364,0.9991009942223958,871.5,63.9755388036505,0.0,0.41,83,30,121,90.0,83.96875,78.78093449358124,86.00817548349691,346.6552734375,18.618680765228778,0.2539352814325402,-0.29986975680978917,83.96875,4.833854832941711,0.0,0.34,91,-19,495,121.0,121.90625,105.73280184586864,134.01294247198663,3098.3349609375,55.66268912779457,29.286521777658905,4.417717328196843,121.90625,1.9043276863005534,0.03,0.47,514,933,1095,1009.0,1004.828125,1004.0026921598434,1005.2381480897947,824.173583984375,28.708423571913087,1.0410866316738314,-0.1368677368480538,1004.828125,35.14647878426721,0.0,0.44,162,-262,126,-48.0,-45.59375,0.0,65.49928434723543,2211.3662109375,47.02516571940497,8.191034222469405,-0.49383943169560807,-45.59375,-1.0207300551881473,0.12,0.44,388
0,-171,-111,-151.0,-144.28125,142.60083989510767,145.05947056293843,225.1708984375,15.005695533280022,-0.39013203853313305,0.5415988099808998,-144.28125,-10.062845781797202,0.0,0.3,60,960,1029,990.0,990.3125,990.0843672692872,990.4262813304179,225.37109375,15.012364695476858,-0.004544624269615216,-0.13122253612053142,990.3125,65.27952257216803,0.0,0.38,69,257,336,297.0,299.078125,297.70654784692164,299.76045123564916,408.603271484375,20.213937555171555,-0.6102210689766232,0.03739248336086311,299.078125,14.692832566113038,0.0,0.25,79,-500,-409,-445.0,-449.234375,448.084391902473,449.81320775962104,520.398193359375,22.81223779815069,-0.9167519392414523,-0.19688555695114146,-449.234375,-20.296123690133278,0.0,0.31,91,842,916,879.0,876.390625,876.1768466888869,876.49792320062,188.081787109375,13.714291345504332,0.116222873688689,0.2802062748283375,876.390625,64.74997341303343,0.0,0.3,74,40,171,85.0,89.390625,82.6762156479459,92.812058079756,623.394287109375,24.96786508913758,1.2201879138225102,0.8359420226905746,89.390625,4.045199685252251,0.0,0.25,131,-29,213,58.0,67.171875,0.0,82.37386190412587,2273.392333984375,47.680104173380066,0.7499642507142896,0.8865133932571899,67.171875,3.4605629090072325,0.03,0.27,242,914,1133,1000.0,1007.734375,1005.4856926063025,1008.8896820886811,2329.820068359375,48.26820970741897,0.407136474748949,0.6801127243618248,1007.734375,20.904027850134117,0.0,0.38,219,-252,38,-87.0,-84.421875,53.692406309766994,100.06365161735803,2885.681396484375,53.718538666687266,0.8884218962586004,-0.012246226638013807,-84.421875,-4.691117931625231,0.12,0.41,290
